PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31994488","Restless legs syndrome is associated with mast cell activation syndrome","Weinstock LB, Walters AS, Brook JB, Kaleem Z, Afrin LB, Molderings GJ.","J Clin Sleep Med. 2020 Mar 15;16(3):401-408. doi: 10.5664/jcsm.8216. Epub 2020 Jan 14.","Weinstock LB","J Clin Sleep Med","2020","2020/01/30","PMC7075100","","10.5664/jcsm.8216"
"30874862","[Surgical interventions in patients with systemic mast cell activation disease : Recommendations for perioperative management]","Sido B, Homann J, Hertfelder HJ, Zienkiewicz T, Christians KP, Schablin P, Mücke M, Molderings GJ.","Chirurg. 2019 Jul;90(7):548-556. doi: 10.1007/s00104-019-0935-z.","Sido B","Chirurg","2019","2019/03/16","","","10.1007/s00104-019-0935-z"
"30249726","Mast cell deposition and activation may be a new explanation for epiploic appendagitis","Weinstock LB, Kaleem Z, Selby D, Afrin LB.","BMJ Case Rep. 2018 Sep 23;2018:bcr2018224689. doi: 10.1136/bcr-2018-224689.","Weinstock LB","BMJ Case Rep","2018","2018/09/26","PMC6157556","","10.1136/bcr-2018-224689"
"29951321","Management of a Parturient with Mast Cell Activation Syndrome: An Anesthesiologist's Experience","Kumaraswami S, Farkas G.","Case Rep Anesthesiol. 2018 May 22;2018:8920921. doi: 10.1155/2018/8920921. eCollection 2018.","Kumaraswami S","Case Rep Anesthesiol","2018","2018/06/29","PMC5987329","","10.1155/2018/8920921"
"29864098","Activity and Exercise Intolerance After Concussion: Identification and Management of Postural Orthostatic Tachycardia Syndrome","Miranda NA, Boris JR, Kouvel KM, Stiles L.","J Neurol Phys Ther. 2018 Jul;42(3):163-171. doi: 10.1097/NPT.0000000000000231.","Miranda NA","J Neurol Phys Ther","2018","2018/06/05","PMC6023605","","10.1097/NPT.0000000000000231"
"29770197","Case Report: Treatment of systemic mastocytosis with sunitinib","Molderings GJ, Afrin LB, Hertfelder HJ, Brettner S.","F1000Res. 2017 Dec 28;6:2182. doi: 10.12688/f1000research.13343.1. eCollection 2017.","Molderings GJ","F1000Res","2017","2018/05/18","PMC5946163","","10.12688/f1000research.13343.1"
"29743606","White matter abnormalities are also repeatedly present in patients with systemic mast cell activation syndrome","Haenisch B, Molderings GJ.","Transl Psychiatry. 2018 May 10;8(1):95. doi: 10.1038/s41398-018-0143-5.","Haenisch B","Transl Psychiatry","2018","2018/05/11","PMC5943358","","10.1038/s41398-018-0143-5"
"29667234","Can H(2) -receptor upregulation and raised histamine explain an anaphylactoid reaction on cessation of ranitidine in a 19-year-old female? A case report","Allen SJ, Chazot PL, Dixon CJ.","Br J Clin Pharmacol. 2018 Jul;84(7):1611-1616. doi: 10.1111/bcp.13578. Epub 2018 Apr 18.","Allen SJ","Br J Clin Pharmacol","2018","2018/04/19","PMC6005605","","10.1111/bcp.13578"
"29225779","Risk of solid cancer in patients with mast cell activation syndrome: Results from Germany and USA","Molderings GJ, Zienkiewicz T, Homann J, Menzen M, Afrin LB.","F1000Res. 2017 Oct 26;6:1889. doi: 10.12688/f1000research.12730.1. eCollection 2017.","Molderings GJ","F1000Res","2017","2017/12/12","PMC5710302","","10.12688/f1000research.12730.1"
"29222399","Pediatric Disorders of Orthostatic Intolerance","Stewart JM, Boris JR, Chelimsky G, Fischer PR, Fortunato JE, Grubb BP, Heyer GL, Jarjour IT, Medow MS, Numan MT, Pianosi PT, Singer W, Tarbell S, Chelimsky TC; Pediatric Writing Group of the American Autonomic Society.","Pediatrics. 2018 Jan;141(1):e20171673. doi: 10.1542/peds.2017-1673. Epub 2017 Dec 8.","Stewart JM","Pediatrics","2018","2017/12/10","PMC5744271","","10.1542/peds.2017-1673"
"28905193","Siglec-8 as mast cell selective target: developing paradigms amidst inconvenient truths","Molderings GJ.","Naunyn Schmiedebergs Arch Pharmacol. 2017 Nov;390(11):1173-1175. doi: 10.1007/s00210-017-1425-9. Epub 2017 Sep 14.","Molderings GJ","Naunyn Schmiedebergs Arch Pharmacol","2017","2017/09/15","","","10.1007/s00210-017-1425-9"
"28386644","Mutational profiling in the peripheral blood leukocytes of patients with systemic mast cell activation syndrome using next-generation sequencing","Altmüller J, Haenisch B, Kawalia A, Menzen M, Nöthen MM, Fier H, Molderings GJ.","Immunogenetics. 2017 Jun;69(6):359-369. doi: 10.1007/s00251-017-0981-y. Epub 2017 Apr 6.","Altmüller J","Immunogenetics","2017","2017/04/08","","","10.1007/s00251-017-0981-y"
