PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34992710","Rapid drug desensitization with platin-based chemotherapy: Analysis of risk factors for breakthrough reactions","Gorgulu Akin B, Erkoc M, Korkmaz ET, Ozdel Ozturk B, Colak S, Ozalp Ates FS, Bavbek S.","World Allergy Organ J. 2021 Dec 20;15(1):100619. doi: 10.1016/j.waojou.2021.100619. eCollection 2022 Jan.","Gorgulu Akin B","World Allergy Organ J","2021","2022/01/07","PMC8703063","","10.1016/j.waojou.2021.100619"
"34944999","A Multidisciplinary Diagnostic Approach Reveals a Higher Prevalence of Indolent Systemic Mastocytosis: 15-Years' Experience of the GISM Network","Zanotti R, Bonifacio M, Isolan C, Tanasi I, Crosera L, Olivieri F, Orsolini G, Schena D, Bonadonna P.","Cancers (Basel). 2021 Dec 20;13(24):6380. doi: 10.3390/cancers13246380.","Zanotti R","Cancers (Basel)","2021","2021/12/24","PMC8699786","","10.3390/cancers13246380"
"34904391","Estimating the within-subject (CV(I) ) and between-subject (CV(G) ) biological variation of serum tryptase","Skarbø BR, Vinnes EW, Wentzel-Larsen T, Sylte MS, Apelseth TO.","Immun Inflamm Dis. 2022 Apr;10(4):e578. doi: 10.1002/iid3.578. Epub 2021 Dec 13.","Skarbø BR","Immun Inflamm Dis","2022","2021/12/14","PMC8959422","","10.1002/iid3.578"
"34901755","Updated Diagnostic Criteria and Classification of Mast Cell Disorders: A Consensus Proposal","Valent P, Akin C, Hartmann K, Alvarez-Twose I, Brockow K, Hermine O, Niedoszytko M, Schwaab J, Lyons JJ, Carter MC, Elberink HO, Butterfield JH, George TI, Greiner G, Ustun C, Bonadonna P, Sotlar K, Nilsson G, Jawhar M, Siebenhaar F, Broesby-Olsen S, Yavuz S, Zanotti R, Lange M, Nedoszytko B, Hoermann G, Castells M, Radia DH, Muñoz-Gonzalez JI, Sperr WR, Triggiani M, Kluin-Nelemans HC, Galli SJ, Schwartz LB, Reiter A, Orfao A, Gotlib J, Arock M, Horny HP, Metcalfe DD.","Hemasphere. 2021 Oct 13;5(11):e646. doi: 10.1097/HS9.0000000000000646. eCollection 2021 Nov.","Valent P","Hemasphere","2021","2021/12/13","PMC8659997","","10.1097/HS9.0000000000000646"
"34804442","Systemic Mastocytosis: Multidisciplinary Approach","Zanotti R, Tanasi I, Crosera L, Bonifacio M, Schena D, Orsolini G, Mastropaolo F, Tebaldi M, Olivieri E, Bonadonna P.","Mediterr J Hematol Infect Dis. 2021 Nov 1;13(1):e2021068. doi: 10.4084/MJHID.2021.068. eCollection 2021.","Zanotti R","Mediterr J Hematol Infect Dis","2021","2021/11/22","PMC8577553","","10.4084/MJHID.2021.068"
"34650557","Serum CD203c+ Extracellular Vesicle Serves as a Novel Diagnostic and Prognostic Biomarker for Succinylated Gelatin Induced Perioperative Hypersensitive Reaction","Qi Z, Xue Q, Wang H, Cao B, Su Y, Xing Q, Yang JJ.","Front Immunol. 2021 Sep 28;12:732209. doi: 10.3389/fimmu.2021.732209. eCollection 2021.","Qi Z","Front Immunol","2021","2021/10/15","PMC8505883","","10.3389/fimmu.2021.732209"
"34575019","State-of-the-Art on Biomarkers for Anaphylaxis in Obstetrics","Simionescu AA, Stanescu AMA, Popescu FD.","Life (Basel). 2021 Aug 24;11(9):870. doi: 10.3390/life11090870.","Simionescu AA","Life (Basel)","2021","2021/09/28","PMC8467046","","10.3390/life11090870"
"34444795","COVID-19 Vaccines in Children with Cow's Milk and Food Allergies","Liotti L, Bianchi A, Bottau P, Caimmi S, Crisafulli G, Franceschini F, Mori F, Paglialunga C, Saretta F, Caffarelli C.","Nutrients. 2021 Jul 30;13(8):2637. doi: 10.3390/nu13082637.","Liotti L","Nutrients","2021","2021/08/27","PMC8401713","","10.3390/nu13082637"
"34333727","Catheter-induced anaphylaxis and determination of the causative catheter in a patient undergoing neuroendovascular surgery: a case report","Sugiyama Y, Numata K, Watanabe N, Urasawa M, Murakami T, Murakami I, Koyama JI, Kawamata M.","JA Clin Rep. 2021 Jul 31;7(1):59. doi: 10.1186/s40981-021-00463-7.","Sugiyama Y","JA Clin Rep","2021","2021/08/01","PMC8325728","","10.1186/s40981-021-00463-7"
"34325715","Asystolic cardiac arrest following liposomal amphotericin B infusion: anaphylaxis or compliment activation-related pseudoallergy?","Drewett GP, Copaescu A, DeLuca J, Holmes NE, Trubiano JA.","Allergy Asthma Clin Immunol. 2021 Jul 29;17(1):80. doi: 10.1186/s13223-021-00582-x.","Drewett GP","Allergy Asthma Clin Immunol","2021","2021/07/30","PMC8323293","","10.1186/s13223-021-00582-x"
"34282774","Gastrointestinal Manifestations in Systemic Mastocytosis: The Need of a Multidisciplinary Approach","Zanelli M, Pizzi M, Sanguedolce F, Zizzo M, Palicelli A, Soriano A, Bisagni A, Martino G, Caprera C, Moretti M, Masia F, De Marco L, Froio E, Foroni M, Bernardelli G, Alvarez de Celis MI, Giunta A, Merli F, Ascani S.","Cancers (Basel). 2021 Jul 1;13(13):3316. doi: 10.3390/cancers13133316.","Zanelli M","Cancers (Basel)","2021","2021/07/20","PMC8269078","","10.3390/cancers13133316"
"34232411","Drug Desensitizations for Chemotherapy: Safety and Efficacy in Preventing Anaphylaxis","Caiado J, Castells MC.","Curr Allergy Asthma Rep. 2021 Jul 7;21(6):37. doi: 10.1007/s11882-021-01014-x.","Caiado J","Curr Allergy Asthma Rep","2021","2021/07/07","","","10.1007/s11882-021-01014-x"
"34175497","Inherited and acquired determinants of serum tryptase levels in humans","Lyons JJ.","Ann Allergy Asthma Immunol. 2021 Oct;127(4):420-426. doi: 10.1016/j.anai.2021.06.019. Epub 2021 Jun 24.","Lyons JJ","Ann Allergy Asthma Immunol","2021","2021/06/27","PMC8919864","NIHMS1718466","10.1016/j.anai.2021.06.019"
"34153442","Coping, social support, and anxiety in people with mast cell disorders","Nicoloro-SantaBarbara J, Carroll J, Lobel M.","Ann Allergy Asthma Immunol. 2021 Oct;127(4):435-440. doi: 10.1016/j.anai.2021.06.014. Epub 2021 Jun 19.","Nicoloro-SantaBarbara J","Ann Allergy Asthma Immunol","2021","2021/06/21","PMC9909465","NIHMS1867692","10.1016/j.anai.2021.06.014"
"34000855","Depression, psychosocial correlates, and psychosocial resources in individuals with mast cell activation syndrome","Nicoloro SantaBarbara J, Lobel M.","J Health Psychol. 2022 Aug;27(9):2013-2026. doi: 10.1177/13591053211014583. Epub 2021 May 18.","Nicoloro SantaBarbara J","J Health Psychol","2022","2021/05/18","PMC10103633","NIHMS1880988","10.1177/13591053211014583"
"33831618","COVID-19 Vaccination in Mastocytosis: Recommendations of the European Competence Network on Mastocytosis (ECNM) and American Initiative in Mast Cell Diseases (AIM)","Bonadonna P, Brockow K, Niedoszytko M, Elberink HO, Akin C, Nedoszytko B, Butterfield JH, Alvarez-Twose I, Sotlar K, Schwaab J, Jawhar M, Castells M, Sperr WR, Hermine O, Gotlib J, Zanotti R, Reiter A, Broesby-Olsen S, Bindslev-Jensen C, Schwartz LB, Horny HP, Radia D, Triggiani M, Sabato V, Carter MC, Siebenhaar F, Orfao A, Grattan C, Metcalfe DD, Arock M, Gulen T, Hartmann K, Valent P.","J Allergy Clin Immunol Pract. 2021 Jun;9(6):2139-2144. doi: 10.1016/j.jaip.2021.03.041. Epub 2021 Apr 5.","Bonadonna P","J Allergy Clin Immunol Pract","2021","2021/04/08","PMC8019658","","10.1016/j.jaip.2021.03.041"
"33811364","Vaccines and allergic reactions: The past, the current COVID-19 pandemic, and future perspectives","Sampath V, Rabinowitz G, Shah M, Jain S, Diamant Z, Jesenak M, Rabin R, Vieths S, Agache I, Akdis M, Barber D, Breiteneder H, Chinthrajah S, Chivato T, Collins W, Eiwegger T, Fast K, Fokkens W, O'Hehir RE, Ollert M, O'Mahony L, Palomares O, Pfaar O, Riggioni C, Shamji MH, Sokolowska M, Jose Torres M, Traidl-Hoffmann C, van Zelm M, Wang Y, Zhang L, Akdis CA, Nadeau KC.","Allergy. 2021 Jun;76(6):1640-1660. doi: 10.1111/all.14840. Epub 2021 Jun 4.","Sampath V","Allergy","2021","2021/04/03","PMC8251022","","10.1111/all.14840"
"33799959","Mediator-Related Symptoms and Anaphylaxis in Children with Mastocytosis","Brockow K, Plata-Nazar K, Lange M, Nedoszytko B, Niedoszytko M, Valent P.","Int J Mol Sci. 2021 Mar 7;22(5):2684. doi: 10.3390/ijms22052684.","Brockow K","Int J Mol Sci","2021","2021/04/03","PMC7962052","","10.3390/ijms22052684"
"33745886","Proceedings from the Inaugural American Initiative in Mast Cell Diseases (AIM) Investigator Conference","Gotlib J, George TI, Carter MC, Austen KF, Bochner B, Dwyer DF, Lyons JJ, Hamilton MJ, Butterfield J, Bonadonna P, Weiler C, Galli SJ, Schwartz LB, Elberink HO, Maitland A, Theoharides T, Ustun C, Horny HP, Orfao A, Deininger M, Radia D, Jawhar M, Kluin-Nelemans H, Metcalfe DD, Arock M, Sperr WR, Valent P, Castells M, Akin C.","J Allergy Clin Immunol. 2021 Jun;147(6):2043-2052. doi: 10.1016/j.jaci.2021.03.008. Epub 2021 Mar 11.","Gotlib J","J Allergy Clin Immunol","2021","2021/03/22","PMC9521380","NIHMS1697387","10.1016/j.jaci.2021.03.008"
"33692835","Systemic mastocytosis with flushing and hypotension: A case report and literature review","Chen AT, Ren XY, Chen W.","Exp Ther Med. 2021 Apr;21(4):404. doi: 10.3892/etm.2021.9835. Epub 2021 Feb 25.","Chen AT","Exp Ther Med","2021","2021/03/11","PMC7938450","","10.3892/etm.2021.9835"
"33673856","Neuropsychiatric, cognitive and sexual impairment in mastocytosis patients","Jendoubi F, Severino-Freire M, Negretto M, Arbus C, Paul C, Bulai Livideanu C.","Orphanet J Rare Dis. 2021 Mar 5;16(1):118. doi: 10.1186/s13023-021-01747-y.","Jendoubi F","Orphanet J Rare Dis","2021","2021/03/06","PMC7934538","","10.1186/s13023-021-01747-y"
"33671092","Genetic Regulation of Tryptase Production and Clinical Impact: Hereditary Alpha Tryptasemia, Mastocytosis and Beyond","Sprinzl B, Greiner G, Uyanik G, Arock M, Haferlach T, Sperr WR, Valent P, Hoermann G.","Int J Mol Sci. 2021 Feb 28;22(5):2458. doi: 10.3390/ijms22052458.","Sprinzl B","Int J Mol Sci","2021","2021/03/06","PMC7957558","","10.3390/ijms22052458"
"33573161","Mast Cell Activation Disorders","Giannetti A, Filice E, Caffarelli C, Ricci G, Pession A.","Medicina (Kaunas). 2021 Jan 30;57(2):124. doi: 10.3390/medicina57020124.","Giannetti A","Medicina (Kaunas)","2021","2021/02/12","PMC7911219","","10.3390/medicina57020124"
"33560495","Idiopathic Anaphylaxis: a Perplexing Diagnostic Challenge for Allergists","Gulen T, Akin C.","Curr Allergy Asthma Rep. 2021 Feb 9;21(2):11. doi: 10.1007/s11882-021-00988-y.","Gulen T","Curr Allergy Asthma Rep","2021","2021/02/09","PMC7873102","","10.1007/s11882-021-00988-y"
"33535634","A Challenge for Allergologist: Application of Allergy Diagnostic Methods in Mast Cell Disorders","Romantowski J, Górska A, Niedoszytko M, Gulen T, Gruchała-Niedoszytko M, Nedoszytko B, Lange M, Brockow K, Arock M, Akin C, Valent P.","Int J Mol Sci. 2021 Feb 1;22(3):1454. doi: 10.3390/ijms22031454.","Romantowski J","Int J Mol Sci","2021","2021/02/04","PMC7867197","","10.3390/ijms22031454"
"33505688","Carbamazepine-induced Stevens-Johnson syndrome in a patient with history of methotrexate-induced mast cell activation syndrome","Zaalouk TM, Bitar ZI, Maadarani OS, Elhabibi ME.","Clin Case Rep. 2020 Nov 11;9(1):256-259. doi: 10.1002/ccr3.3509. eCollection 2021 Jan.","Zaalouk TM","Clin Case Rep","2020","2021/01/28","PMC7813119","","10.1002/ccr3.3509"
"33456852","Perioperative anaphylaxis: pathophysiology, clinical presentation and management","Dewachter P, Savic L.","BJA Educ. 2019 Oct;19(10):313-320. doi: 10.1016/j.bjae.2019.06.002. Epub 2019 Aug 29.","Dewachter P","BJA Educ","2019","2021/01/18","PMC7807982","","10.1016/j.bjae.2019.06.002"
"33401724","Clinical Impact of Inherited and Acquired Genetic Variants in Mastocytosis","Nedoszytko B, Arock M, Lyons JJ, Bachelot G, Schwartz LB, Reiter A, Jawhar M, Schwaab J, Lange M, Greiner G, Hoermann G, Niedoszytko M, Metcalfe DD, Valent P.","Int J Mol Sci. 2021 Jan 2;22(1):411. doi: 10.3390/ijms22010411.","Nedoszytko B","Int J Mol Sci","2021","2021/01/06","PMC7795405","","10.3390/ijms22010411"
"33261124","Diagnosis, Classification and Management of Mast Cell Activation Syndromes (MCAS) in the Era of Personalized Medicine","Valent P, Akin C, Nedoszytko B, Bonadonna P, Hartmann K, Niedoszytko M, Brockow K, Siebenhaar F, Triggiani M, Arock M, Romantowski J, Górska A, Schwartz LB, Metcalfe DD.","Int J Mol Sci. 2020 Nov 27;21(23):9030. doi: 10.3390/ijms21239030.","Valent P","Int J Mol Sci","2020","2020/12/02","PMC7731385","","10.3390/ijms21239030"
"33204386","World allergy organization anaphylaxis guidance 2020","Cardona V, Ansotegui IJ, Ebisawa M, El-Gamal Y, Fernandez Rivas M, Fineman S, Geller M, Gonzalez-Estrada A, Greenberger PA, Sanchez Borges M, Senna G, Sheikh A, Tanno LK, Thong BY, Turner PJ, Worm M.","World Allergy Organ J. 2020 Oct 30;13(10):100472. doi: 10.1016/j.waojou.2020.100472. eCollection 2020 Oct.","Cardona V","World Allergy Organ J","2020","2020/11/18","PMC7607509","","10.1016/j.waojou.2020.100472"
"33032491","Safe administration of chemotherapy in mast cell activation syndrome","Lythgoe MP, Krell J, McNeish IA, Tookman L.","J Oncol Pharm Pract. 2021 Jun;27(4):1005-1010. doi: 10.1177/1078155220953879. Epub 2020 Oct 9.","Lythgoe MP","J Oncol Pharm Pract","2021","2020/10/09","PMC8193587","","10.1177/1078155220953879"
"32929378","Mast cells as a unique hematopoietic lineage and cell system: From Paul Ehrlich's visions to precision medicine concepts","Valent P, Akin C, Hartmann K, Nilsson G, Reiter A, Hermine O, Sotlar K, Sperr WR, Escribano L, George TI, Kluin-Nelemans HC, Ustun C, Triggiani M, Brockow K, Gotlib J, Orfao A, Kovanen PT, Hadzijusufovic E, Sadovnik I, Horny HP, Arock M, Schwartz LB, Austen KF, Metcalfe DD, Galli SJ.","Theranostics. 2020 Aug 29;10(23):10743-10768. doi: 10.7150/thno.46719. eCollection 2020.","Valent P","Theranostics","2020","2020/09/15","PMC7482799","","10.7150/thno.46719"
"32777817","Hereditary α tryptasemia is a valid genetic biomarker for severe mediator-related symptoms in mastocytosis","Greiner G, Sprinzl B, Górska A, Ratzinger F, Gurbisz M, Witzeneder N, Schmetterer KG, Gisslinger B, Uyanik G, Hadzijusufovic E, Esterbauer H, Gleixner KV, Krauth MT, Pfeilstöcker M, Keil F, Gisslinger H, Nedoszytko B, Niedoszytko M, Sperr WR, Valent P, Hoermann G.","Blood. 2021 Jan 14;137(2):238-247. doi: 10.1182/blood.2020006157.","Greiner G","Blood","2021","2020/08/11","PMC7116780","EMS115078","10.1182/blood.2020006157"
"32561389","Risk and management of patients with mastocytosis and MCAS in the SARS-CoV-2 (COVID-19) pandemic: Expert opinions","Valent P, Akin C, Bonadonna P, Brockow K, Niedoszytko M, Nedoszytko B, Butterfield JH, Alvarez-Twose I, Sotlar K, Schwaab J, Jawhar M, Reiter A, Castells M, Sperr WR, Kluin-Nelemans HC, Hermine O, Gotlib J, Zanotti R, Broesby-Olsen S, Horny HP, Triggiani M, Siebenhaar F, Orfao A, Metcalfe DD, Arock M, Hartmann K.","J Allergy Clin Immunol. 2020 Aug;146(2):300-306. doi: 10.1016/j.jaci.2020.06.009. Epub 2020 Jun 17.","Valent P","J Allergy Clin Immunol","2020","2020/06/21","PMC7297685","","10.1016/j.jaci.2020.06.009"
"32377770","Adrenal insufficiency is a contraindication for omalizumab therapy in mast cell activation disease: risk for serum sickness","Molderings GJ, Dumoulin FL, Homann J, Sido B, Textor J, Mücke M, Qagish GJ, Barion R, Raithel M, Klingmüller D, Schäfer VS, Hertfelder HJ, Berdel D, Tridente G, Weinstock LB, Afrin LB.","Naunyn Schmiedebergs Arch Pharmacol. 2020 Sep;393(9):1573-1580. doi: 10.1007/s00210-020-01886-2. Epub 2020 May 6.","Molderings GJ","Naunyn Schmiedebergs Arch Pharmacol","2020","2020/05/08","PMC7419348","","10.1007/s00210-020-01886-2"
"32348913","Microarray-Based Detection of Allergen-Reactive IgE in Patients with Mastocytosis","Smiljkovic D, Kiss R, Lupinek C, Hoermann G, Greiner G, Witzeneder N, Krajnik G, Trautinger F, Vrtala S, Mittermann I, Kundi M, Jilma B, Valenta R, Sperr WR, Valent P.","J Allergy Clin Immunol Pract. 2020 Sep;8(8):2761-2768.e16. doi: 10.1016/j.jaip.2020.04.030. Epub 2020 Apr 26.","Smiljkovic D","J Allergy Clin Immunol Pract","2020","2020/04/30","PMC7116130","EMS95148","10.1016/j.jaip.2020.04.030"
"31964979","Regulation of histamine and diamine oxidase in patients undergoing orthotopic liver transplantation","Schiefer J, Baron-Stefaniak J, Boehm T, Wadowski P, Berlakovich G, Kuessel L, Mühlbacher J, Jilma-Stohlawetz P, Schwameis M, Jilma B, Faybik P.","Sci Rep. 2020 Jan 21;10(1):822. doi: 10.1038/s41598-020-57728-x.","Schiefer J","Sci Rep","2020","2020/01/23","PMC6972776","","10.1038/s41598-020-57728-x"
