PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35605594","Mast Cell Activation Syndromes: Collegium Internationale Allergologicum Update 2022","Valent P, Hartmann K, Bonadonna P, Niedoszytko M, Triggiani M, Arock M, Brockow K.","Int Arch Allergy Immunol. 2022;183(7):693-705. doi: 10.1159/000524532. Epub 2022 May 23.","Valent P","Int Arch Allergy Immunol","2022","2022/05/23","PMC9393812","","10.1159/000524532"
"35469840","KIT as a master regulator of the mast cell lineage","Tsai M, Valent P, Galli SJ.","J Allergy Clin Immunol. 2022 Jun;149(6):1845-1854. doi: 10.1016/j.jaci.2022.04.012. Epub 2022 Apr 22.","Tsai M","J Allergy Clin Immunol","2022","2022/04/26","PMC9177781","NIHMS1800920","10.1016/j.jaci.2022.04.012"
"35174041","Evaluation and Classification of Mast Cell Disorders: A Difficult to Manage Pathology in Clinical Practice","Leru PM.","Cureus. 2022 Feb 13;14(2):e22177. doi: 10.7759/cureus.22177. eCollection 2022 Feb.","Leru PM","Cureus","2022","2022/02/17","PMC8841127","","10.7759/cureus.22177"
"35074600","Effective Anti-SARS-CoV-2 Immune Response in Patients With Clonal Mast Cell Disorders","Rossignol J, Ouedrani A, Livideanu CB, Barete S, Terriou L, Launay D, Lemal R, Greco C, Frenzel L, Meni C, Bodemere-Skandalis C, Polivka L, Collange AF, Hachichi H, Bouzourine S, Messaoud DN, Negretto M, Vendrame L, Jambou M, Gousseff M, Durupt S, Lega JC, Durand JM, Gaudy C, Damaj G, Gourin MP, Hamidou M, Bouillet L, Le Mouel E, Maria A, Zunic P, Cabrera Q, Vincent D, Lavigne C, Riviere E, Gourguechon C, Courbebaisse M, Lebeaux D, Parfait B, Friedlander G, Brignier A, Lhermitte L, Molina TJ, Bruneau J, Agopian J, Dubreuil P, Ranta D, Mania A, Arock M, Staropoli I, Tournilhac O, Lortholary O, Schwartz O, Chatenoud L, Hermine O.","J Allergy Clin Immunol Pract. 2022 May;10(5):1356-1364.e2. doi: 10.1016/j.jaip.2021.12.038. Epub 2022 Jan 21.","Rossignol J","J Allergy Clin Immunol Pract","2022","2022/01/25","PMC8780123","","10.1016/j.jaip.2021.12.038"
"34901755","Updated Diagnostic Criteria and Classification of Mast Cell Disorders: A Consensus Proposal","Valent P, Akin C, Hartmann K, Alvarez-Twose I, Brockow K, Hermine O, Niedoszytko M, Schwaab J, Lyons JJ, Carter MC, Elberink HO, Butterfield JH, George TI, Greiner G, Ustun C, Bonadonna P, Sotlar K, Nilsson G, Jawhar M, Siebenhaar F, Broesby-Olsen S, Yavuz S, Zanotti R, Lange M, Nedoszytko B, Hoermann G, Castells M, Radia DH, Muñoz-Gonzalez JI, Sperr WR, Triggiani M, Kluin-Nelemans HC, Galli SJ, Schwartz LB, Reiter A, Orfao A, Gotlib J, Arock M, Horny HP, Metcalfe DD.","Hemasphere. 2021 Oct 13;5(11):e646. doi: 10.1097/HS9.0000000000000646. eCollection 2021 Nov.","Valent P","Hemasphere","2021","2021/12/13","PMC8659997","","10.1097/HS9.0000000000000646"
"34823747","Anaphylaxis: Data Gaps and Research Needs","Dribin TE, Castells M.","Immunol Allergy Clin North Am. 2022 Feb;42(1):187-200. doi: 10.1016/j.iac.2021.10.002.","Dribin TE","Immunol Allergy Clin North Am","2022","2021/11/26","PMC9210217","NIHMS1811407","10.1016/j.iac.2021.10.002"
"34681933","Mastocytosis and Mast Cell Activation Disorders: Clearing the Air","Jackson CW, Pratt CM, Rupprecht CP, Pattanaik D, Krishnaswamy G.","Int J Mol Sci. 2021 Oct 19;22(20):11270. doi: 10.3390/ijms222011270.","Jackson CW","Int J Mol Sci","2021","2021/10/23","PMC8540348","","10.3390/ijms222011270"
"34535952","Irritable bowel syndrome is strongly associated with the primary and idiopathic mast cell disorders","Kurin M, Elangovan A, Alikhan MM, Al Dulaijan B, Silver E, Kaelber DC, Cooper G.","Neurogastroenterol Motil. 2022 May;34(5):e14265. doi: 10.1111/nmo.14265. Epub 2021 Sep 17.","Kurin M","Neurogastroenterol Motil","2022","2021/09/18","PMC9191257","NIHMS1812581","10.1111/nmo.14265"
"34477104","Heparin-binding motif mutations of human diamine oxidase allow the development of a first-in-class histamine-degrading biopharmaceutical","Gludovacz E, Schuetzenberger K, Resch M, Tillmann K, Petroczi K, Schosserer M, Vondra S, Vakal S, Klanert G, Pollheimer J, Salminen TA, Jilma B, Borth N, Boehm T.","Elife. 2021 Sep 3;10:e68542. doi: 10.7554/eLife.68542.","Gludovacz E","Elife","2021","2021/09/03","PMC8445614","","10.7554/eLife.68542"
"34400315","Clinical relevance of inherited genetic differences in human tryptases: Hereditary alpha-tryptasemia and beyond","Glover SC, Carter MC, Korošec P, Bonadonna P, Schwartz LB, Milner JD, Caughey GH, Metcalfe DD, Lyons JJ.","Ann Allergy Asthma Immunol. 2021 Dec;127(6):638-647. doi: 10.1016/j.anai.2021.08.009. Epub 2021 Aug 13.","Glover SC","Ann Allergy Asthma Immunol","2021","2021/08/17","PMC9413800","NIHMS1740695","10.1016/j.anai.2021.08.009"
"34398691","Mast Cell Activation Disorder and Postural Orthostatic Tachycardia Syndrome: A Clinical Association","Kohno R, Cannom DS, Olshansky B, Xi SC, Krishnappa D, Adkisson WO, Norby FL, Fedorowski A, Benditt DG.","J Am Heart Assoc. 2021 Sep 7;10(17):e021002. doi: 10.1161/JAHA.121.021002. Epub 2021 Aug 16.","Kohno R","J Am Heart Assoc","2021","2021/08/16","PMC8649306","","10.1161/JAHA.121.021002"
"34390722","Anaphylaxis knowledge gaps and future research priorities: A consensus report","Dribin TE, Schnadower D, Wang J, Camargo CA Jr, Michelson KA, Shaker M, Rudders SA, Vyles D, Golden DBK, Spergel JM, Campbell RL, Neuman MI, Capucilli PS, Pistiner M, Castells M, Lee J, Brousseau DC, Schneider LC, Assa'ad AH, Risma KA, Mistry RD, Campbell DE, Worm M, Turner PJ, Witry JK, Zhang Y, Sobolewski B, Sampson HA.","J Allergy Clin Immunol. 2022 Mar;149(3):999-1009. doi: 10.1016/j.jaci.2021.07.035. Epub 2021 Aug 12.","Dribin TE","J Allergy Clin Immunol","2022","2021/08/14","PMC8837706","NIHMS1732748","10.1016/j.jaci.2021.07.035"
"34360549","Mechanisms Governing Anaphylaxis: Inflammatory Cells, Mediators, Endothelial Gap Junctions and Beyond","Nguyen SMT, Rupprecht CP, Haque A, Pattanaik D, Yusin J, Krishnaswamy G.","Int J Mol Sci. 2021 Jul 21;22(15):7785. doi: 10.3390/ijms22157785.","Nguyen SMT","Int J Mol Sci","2021","2021/08/07","PMC8346007","","10.3390/ijms22157785"
"34282774","Gastrointestinal Manifestations in Systemic Mastocytosis: The Need of a Multidisciplinary Approach","Zanelli M, Pizzi M, Sanguedolce F, Zizzo M, Palicelli A, Soriano A, Bisagni A, Martino G, Caprera C, Moretti M, Masia F, De Marco L, Froio E, Foroni M, Bernardelli G, Alvarez de Celis MI, Giunta A, Merli F, Ascani S.","Cancers (Basel). 2021 Jul 1;13(13):3316. doi: 10.3390/cancers13133316.","Zanelli M","Cancers (Basel)","2021","2021/07/20","PMC8269078","","10.3390/cancers13133316"
"34068468","Mastocytosis, MCAS, and Related Disorders-Diagnosis, Classification, and Therapy","Niedoszytko M, Valent P, Nedoszytko B.","Int J Mol Sci. 2021 May 10;22(9):5024. doi: 10.3390/ijms22095024.","Niedoszytko M","Int J Mol Sci","2021","2021/06/02","PMC8125991","","10.3390/ijms22095024"
"33928098","Increased TPSAB1 Copy Number in a Family With Elevated Basal Serum Levels of Tryptase","Hernández-Hernández L, Sanz C, Marcos-Vadillo E, García-Sánchez A, Moreno E, Lorente F, González-de-Olano D, Dávila I, Isidoro-García M.","Front Med (Lausanne). 2021 Apr 13;8:577081. doi: 10.3389/fmed.2021.577081. eCollection 2021.","Hernández-Hernández L","Front Med (Lausanne)","2021","2021/04/30","PMC8076508","","10.3389/fmed.2021.577081"
"33921522","Histamine Intolerance Originates in the Gut","Schnedl WJ, Enko D.","Nutrients. 2021 Apr 12;13(4):1262. doi: 10.3390/nu13041262.","Schnedl WJ","Nutrients","2021","2021/04/30","PMC8069563","","10.3390/nu13041262"
"33800917","Idiosyncratic Drug-Induced Liver Injury (DILI) and Herb-Induced Liver Injury (HILI): Diagnostic Algorithm Based on the Quantitative Roussel Uclaf Causality Assessment Method (RUCAM)","Teschke R, Danan G.","Diagnostics (Basel). 2021 Mar 6;11(3):458. doi: 10.3390/diagnostics11030458.","Teschke R","Diagnostics (Basel)","2021","2021/04/03","PMC7999240","","10.3390/diagnostics11030458"
"33745886","Proceedings from the Inaugural American Initiative in Mast Cell Diseases (AIM) Investigator Conference","Gotlib J, George TI, Carter MC, Austen KF, Bochner B, Dwyer DF, Lyons JJ, Hamilton MJ, Butterfield J, Bonadonna P, Weiler C, Galli SJ, Schwartz LB, Elberink HO, Maitland A, Theoharides T, Ustun C, Horny HP, Orfao A, Deininger M, Radia D, Jawhar M, Kluin-Nelemans H, Metcalfe DD, Arock M, Sperr WR, Valent P, Castells M, Akin C.","J Allergy Clin Immunol. 2021 Jun;147(6):2043-2052. doi: 10.1016/j.jaci.2021.03.008. Epub 2021 Mar 11.","Gotlib J","J Allergy Clin Immunol","2021","2021/03/22","PMC9521380","NIHMS1697387","10.1016/j.jaci.2021.03.008"
"33671092","Genetic Regulation of Tryptase Production and Clinical Impact: Hereditary Alpha Tryptasemia, Mastocytosis and Beyond","Sprinzl B, Greiner G, Uyanik G, Arock M, Haferlach T, Sperr WR, Valent P, Hoermann G.","Int J Mol Sci. 2021 Feb 28;22(5):2458. doi: 10.3390/ijms22052458.","Sprinzl B","Int J Mol Sci","2021","2021/03/06","PMC7957558","","10.3390/ijms22052458"
"33573161","Mast Cell Activation Disorders","Giannetti A, Filice E, Caffarelli C, Ricci G, Pession A.","Medicina (Kaunas). 2021 Jan 30;57(2):124. doi: 10.3390/medicina57020124.","Giannetti A","Medicina (Kaunas)","2021","2021/02/12","PMC7911219","","10.3390/medicina57020124"
"33560495","Idiopathic Anaphylaxis: a Perplexing Diagnostic Challenge for Allergists","Gulen T, Akin C.","Curr Allergy Asthma Rep. 2021 Feb 9;21(2):11. doi: 10.1007/s11882-021-00988-y.","Gulen T","Curr Allergy Asthma Rep","2021","2021/02/09","PMC7873102","","10.1007/s11882-021-00988-y"
"33558825","COVID-19 vaccine-associated anaphylaxis: A statement of the World Allergy Organization Anaphylaxis Committee","Turner PJ, Ansotegui IJ, Campbell DE, Cardona V, Ebisawa M, El-Gamal Y, Fineman S, Geller M, Gonzalez-Estrada A, Greenberger PA, Leung ASY, Levin ME, Muraro A, Sánchez Borges M, Senna G, Tanno LK, Yu-Hor Thong B, Worm M; WAO Anaphylaxis Committee.","World Allergy Organ J. 2021 Feb;14(2):100517. doi: 10.1016/j.waojou.2021.100517. Epub 2021 Feb 3.","Turner PJ","World Allergy Organ J","2021","2021/02/09","PMC7857113","","10.1016/j.waojou.2021.100517"
"33535634","A Challenge for Allergologist: Application of Allergy Diagnostic Methods in Mast Cell Disorders","Romantowski J, Górska A, Niedoszytko M, Gulen T, Gruchała-Niedoszytko M, Nedoszytko B, Lange M, Brockow K, Arock M, Akin C, Valent P.","Int J Mol Sci. 2021 Feb 1;22(3):1454. doi: 10.3390/ijms22031454.","Romantowski J","Int J Mol Sci","2021","2021/02/04","PMC7867197","","10.3390/ijms22031454"
"33401724","Clinical Impact of Inherited and Acquired Genetic Variants in Mastocytosis","Nedoszytko B, Arock M, Lyons JJ, Bachelot G, Schwartz LB, Reiter A, Jawhar M, Schwaab J, Lange M, Greiner G, Hoermann G, Niedoszytko M, Metcalfe DD, Valent P.","Int J Mol Sci. 2021 Jan 2;22(1):411. doi: 10.3390/ijms22010411.","Nedoszytko B","Int J Mol Sci","2021","2021/01/06","PMC7795405","","10.3390/ijms22010411"
"33261124","Diagnosis, Classification and Management of Mast Cell Activation Syndromes (MCAS) in the Era of Personalized Medicine","Valent P, Akin C, Nedoszytko B, Bonadonna P, Hartmann K, Niedoszytko M, Brockow K, Siebenhaar F, Triggiani M, Arock M, Romantowski J, Górska A, Schwartz LB, Metcalfe DD.","Int J Mol Sci. 2020 Nov 27;21(23):9030. doi: 10.3390/ijms21239030.","Valent P","Int J Mol Sci","2020","2020/12/02","PMC7731385","","10.3390/ijms21239030"
"33204386","World allergy organization anaphylaxis guidance 2020","Cardona V, Ansotegui IJ, Ebisawa M, El-Gamal Y, Fernandez Rivas M, Fineman S, Geller M, Gonzalez-Estrada A, Greenberger PA, Sanchez Borges M, Senna G, Sheikh A, Tanno LK, Thong BY, Turner PJ, Worm M.","World Allergy Organ J. 2020 Oct 30;13(10):100472. doi: 10.1016/j.waojou.2020.100472. eCollection 2020 Oct.","Cardona V","World Allergy Organ J","2020","2020/11/18","PMC7607509","","10.1016/j.waojou.2020.100472"
"32929378","Mast cells as a unique hematopoietic lineage and cell system: From Paul Ehrlich's visions to precision medicine concepts","Valent P, Akin C, Hartmann K, Nilsson G, Reiter A, Hermine O, Sotlar K, Sperr WR, Escribano L, George TI, Kluin-Nelemans HC, Ustun C, Triggiani M, Brockow K, Gotlib J, Orfao A, Kovanen PT, Hadzijusufovic E, Sadovnik I, Horny HP, Arock M, Schwartz LB, Austen KF, Metcalfe DD, Galli SJ.","Theranostics. 2020 Aug 29;10(23):10743-10768. doi: 10.7150/thno.46719. eCollection 2020.","Valent P","Theranostics","2020","2020/09/15","PMC7482799","","10.7150/thno.46719"
"32777817","Hereditary α tryptasemia is a valid genetic biomarker for severe mediator-related symptoms in mastocytosis","Greiner G, Sprinzl B, Górska A, Ratzinger F, Gurbisz M, Witzeneder N, Schmetterer KG, Gisslinger B, Uyanik G, Hadzijusufovic E, Esterbauer H, Gleixner KV, Krauth MT, Pfeilstöcker M, Keil F, Gisslinger H, Nedoszytko B, Niedoszytko M, Sperr WR, Valent P, Hoermann G.","Blood. 2021 Jan 14;137(2):238-247. doi: 10.1182/blood.2020006157.","Greiner G","Blood","2021","2020/08/11","PMC7116780","EMS115078","10.1182/blood.2020006157"
"32765713","Mast cell activation syndromes - evaluation of current diagnostic criteria and laboratory tools in clinical practice (Review)","Leru PM, Anton VF, Ureche C, Zurac S, Bratu O, Neagoe CD.","Exp Ther Med. 2020 Sep;20(3):2348-2351. doi: 10.3892/etm.2020.8947. Epub 2020 Jun 25.","Leru PM","Exp Ther Med","2020","2020/08/09","PMC7401950","","10.3892/etm.2020.8947"
"32561389","Risk and management of patients with mastocytosis and MCAS in the SARS-CoV-2 (COVID-19) pandemic: Expert opinions","Valent P, Akin C, Bonadonna P, Brockow K, Niedoszytko M, Nedoszytko B, Butterfield JH, Alvarez-Twose I, Sotlar K, Schwaab J, Jawhar M, Reiter A, Castells M, Sperr WR, Kluin-Nelemans HC, Hermine O, Gotlib J, Zanotti R, Broesby-Olsen S, Horny HP, Triggiani M, Siebenhaar F, Orfao A, Metcalfe DD, Arock M, Hartmann K.","J Allergy Clin Immunol. 2020 Aug;146(2):300-306. doi: 10.1016/j.jaci.2020.06.009. Epub 2020 Jun 17.","Valent P","J Allergy Clin Immunol","2020","2020/06/21","PMC7297685","","10.1016/j.jaci.2020.06.009"
"32536947","Anaphylaxis to three humanized antibodies for severe asthma: a case study","Jingo K, Harada N, Nishioki T, Torasawa M, Yamada T, Asao T, Takagi H, Takeshige T, Ito J, Takahashi K.","Allergy Asthma Clin Immunol. 2020 Jun 10;16:46. doi: 10.1186/s13223-020-00446-w. eCollection 2020.","Jingo K","Allergy Asthma Clin Immunol","2020","2020/06/16","PMC7288423","","10.1186/s13223-020-00446-w"
"32328892","Mast Cell Activation Syndrome: A Primer for the Gastroenterologist","Weinstock LB, Pace LA, Rezaie A, Afrin LB, Molderings GJ.","Dig Dis Sci. 2021 Apr;66(4):965-982. doi: 10.1007/s10620-020-06264-9. Epub 2020 Apr 23.","Weinstock LB","Dig Dis Sci","2021","2020/04/25","","","10.1007/s10620-020-06264-9"
"31876203","New developments in the field of mastocytosis and mast cell activation syndromes: a summary of the Annual Meeting of the European Competence Network on Mastocytosis (ECNM) 2019","Arock M, Sotlar K, Gotlib J, Sperr WR, Hartmann K, Schwartz LB, Akin C, Horny HP, Valent P.","Leuk Lymphoma. 2020 May;61(5):1075-1083. doi: 10.1080/10428194.2019.1703974. Epub 2019 Dec 26.","Arock M","Leuk Lymphoma","2020","2019/12/27","PMC7115828","EMS87080","10.1080/10428194.2019.1703974"
"31824655","Recent advances in the understanding and therapeutic management of mastocytosis","Rossignol J, Polivka L, Maouche-Chrétien L, Frenzel L, Dubreuil P, Hermine O.","F1000Res. 2019 Nov 22;8:F1000 Faculty Rev-1961. doi: 10.12688/f1000research.19463.1. eCollection 2019.","Rossignol J","F1000Res","2019","2019/12/12","PMC6880274","","10.12688/f1000research.19463.1"
"31801702","Evolution of myelodisplasic syndrome with ring sideroblasts (MDS-RS) to systemic mastocytosis and aleukemic mast cell leukemia","Costa LD, Azambuja AP, Ângelo Lisboa ES, Bueno SN, Coutinho EN, Spinelli BFB, Medeiros LA, Funke VAM, Malvezzi M.","Hematol Transfus Cell Ther. 2020 Oct-Dec;42(4):387-389. doi: 10.1016/j.htct.2019.08.003. Epub 2019 Oct 10.","Costa LD","Hematol Transfus Cell Ther","2020","2019/12/06","PMC7599273","","10.1016/j.htct.2019.08.003"
"31766207","Mast Cells in Liver Fibrogenesis","Weiskirchen R, Meurer SK, Liedtke C, Huber M.","Cells. 2019 Nov 13;8(11):1429. doi: 10.3390/cells8111429.","Weiskirchen R","Cells","2019","2019/11/27","PMC6912398","","10.3390/cells8111429"
"31576204","Successful treatment of idiopathic mast cell activation syndrome with low-dose Omalizumab","Berry R, Hollingsworth P, Lucas M.","Clin Transl Immunology. 2019 Sep 30;8(10):e01075. doi: 10.1002/cti2.1075. eCollection 2019.","Berry R","Clin Transl Immunology","2019","2019/10/03","PMC6768441","","10.1002/cti2.1075"
"31496621","Gastrointestinal motility and absorptive disorders in patients with inflammatory bowel diseases: Prevalence, diagnosis and treatment","Barros LL, Farias AQ, Rezaie A.","World J Gastroenterol. 2019 Aug 21;25(31):4414-4426. doi: 10.3748/wjg.v25.i31.4414.","Barros LL","World J Gastroenterol","2019","2019/09/10","PMC6710178","","10.3748/wjg.v25.i31.4414"
"31336652","Food Intolerances","Tuck CJ, Biesiekierski JR, Schmid-Grendelmeier P, Pohl D.","Nutrients. 2019 Jul 22;11(7):1684. doi: 10.3390/nu11071684.","Tuck CJ","Nutrients","2019","2019/07/25","PMC6682924","","10.3390/nu11071684"
"31256161","Why the 20% + 2 Tryptase Formula Is a Diagnostic Gold Standard for Severe Systemic Mast Cell Activation and Mast Cell Activation Syndrome","Valent P, Bonadonna P, Hartmann K, Broesby-Olsen S, Brockow K, Butterfield JH, Triggiani M, Lyons JJ, Oude Elberink JNG, Arock M, Metcalfe DD, Akin C.","Int Arch Allergy Immunol. 2019;180(1):44-51. doi: 10.1159/000501079. Epub 2019 Jun 28.","Valent P","Int Arch Allergy Immunol","2019","2019/07/01","PMC7115850","EMS87359","10.1159/000501079"
"31216696","Multidisciplinary Challenges in Mastocytosis and How to Address with Personalized Medicine Approaches","Valent P, Akin C, Gleixner KV, Sperr WR, Reiter A, Arock M, Triggiani M.","Int J Mol Sci. 2019 Jun 18;20(12):2976. doi: 10.3390/ijms20122976.","Valent P","Int J Mol Sci","2019","2019/06/21","PMC6627900","","10.3390/ijms20122976"
"30884251","Recent advances in our understanding of mast cell activation - or should it be mast cell mediator disorders?","Theoharides TC, Tsilioni I, Ren H.","Expert Rev Clin Immunol. 2019 Jun;15(6):639-656. doi: 10.1080/1744666X.2019.1596800. Epub 2019 Apr 22.","Theoharides TC","Expert Rev Clin Immunol","2019","2019/03/19","PMC7003574","NIHMS1035568","10.1080/1744666X.2019.1596800"
