iteration,criteria,mean,median
9oeXP7qQPxjeoHPTQk6c7GO5m,mcas_consortium,0.07993216842016315,0.05263157894736836
9oeXP7qQPxjeoHPTQk6c7GO5m,migraine,0.1376864519533645,0.11111111111111105
9oeXP7qQPxjeoHPTQk6c7GO5m,slicc_sle,0.11935719186177197,0.11111111111111105
HrwHHuhQM7K2b4mdIJNS6KD7i,aha_kawasaki,0.08037120929541175,0.05263157894736836
HrwHHuhQM7K2b4mdIJNS6KD7i,eular_acr_sle,0.09255000287565149,0.11111111111111105
HrwHHuhQM7K2b4mdIJNS6KD7i,mcas_alternative,0.019346823923256436,0
HrwHHuhQM7K2b4mdIJNS6KD7i,mcas_consortium,0.07928665842079877,0.05263157894736836
HrwHHuhQM7K2b4mdIJNS6KD7i,migraine,0.13857586199895175,0.11111111111111105
HrwHHuhQM7K2b4mdIJNS6KD7i,slicc_sle,0.1198537108627832,0.11111111111111105
YmzY6wusciM8YBw8j5pIftEMs,aha_kawasaki,0.08017467880881812,0.05263157894736836
YmzY6wusciM8YBw8j5pIftEMs,eular_acr_sle,0.09014859271322591,0.09999999999999998
YmzY6wusciM8YBw8j5pIftEMs,mcas_alternative,0.01944941208354087,0
YmzY6wusciM8YBw8j5pIftEMs,mcas_consortium,0.08011329925474754,0.05263157894736836
YmzY6wusciM8YBw8j5pIftEMs,migraine,0.1383219627629496,0.11111111111111105
YmzY6wusciM8YBw8j5pIftEMs,slicc_sle,0.11865796921049176,0.11111111111111105
JTmSCYdYPlFtZ4TGhDyhvXye2,aha_kawasaki,0.07986591229725941,0.05263157894736836
JTmSCYdYPlFtZ4TGhDyhvXye2,eular_acr_sle,0.09057195155762303,0.11111111111111105
JTmSCYdYPlFtZ4TGhDyhvXye2,mcas_alternative,0.01943075856899599,0
JTmSCYdYPlFtZ4TGhDyhvXye2,mcas_consortium,0.0794477992498122,0.05263157894736836
JTmSCYdYPlFtZ4TGhDyhvXye2,migraine,0.13793968322064168,0.11111111111111105
JTmSCYdYPlFtZ4TGhDyhvXye2,slicc_sle,0.11880325458485527,0.11111111111111105
gQnqPWgfcEuOuwnJJAf3AfYY7,aha_kawasaki,0.08097539611590161,0.05263157894736836
gQnqPWgfcEuOuwnJJAf3AfYY7,eular_acr_sle,0.09183098538383988,0.11111111111111105
gQnqPWgfcEuOuwnJJAf3AfYY7,mcas_alternative,0.019629236545912115,0
gQnqPWgfcEuOuwnJJAf3AfYY7,mcas_consortium,0.07894444248911303,0.05263157894736836
gQnqPWgfcEuOuwnJJAf3AfYY7,migraine,0.13933881870786902,0.11111111111111105
gQnqPWgfcEuOuwnJJAf3AfYY7,slicc_sle,0.11945290989962681,0.11111111111111105
KUyuj39npeNb9eOy3xuExbC1d,aha_kawasaki,0.0799547310682232,0.05263157894736836
KUyuj39npeNb9eOy3xuExbC1d,eular_acr_sle,0.0919959933724621,0.11111111111111105
KUyuj39npeNb9eOy3xuExbC1d,mcas_alternative,0.01939896468772963,0
KUyuj39npeNb9eOy3xuExbC1d,mcas_consortium,0.07979073504710994,0.05263157894736836
KUyuj39npeNb9eOy3xuExbC1d,migraine,0.1380507728677091,0.11111111111111105
KUyuj39npeNb9eOy3xuExbC1d,slicc_sle,0.11863299359062282,0.11111111111111105
ZzXZSfncFgxhA7rIpcbJJsYdn,aha_kawasaki,0.08062219256572904,0.05263157894736836
ZzXZSfncFgxhA7rIpcbJJsYdn,eular_acr_sle,0.09089770821081819,0.11111111111111105
ZzXZSfncFgxhA7rIpcbJJsYdn,mcas_alternative,0.019370241772088095,0
ZzXZSfncFgxhA7rIpcbJJsYdn,mcas_consortium,0.07897699123940366,0.05263157894736836
ZzXZSfncFgxhA7rIpcbJJsYdn,migraine,0.13823068084529844,0.11111111111111105
ZzXZSfncFgxhA7rIpcbJJsYdn,slicc_sle,0.11994104839298635,0.11111111111111105
dq3yOqejm8Y6RWhM95ryQmOGt,aha_kawasaki,0.08070381070385427,0.05263157894736836
dq3yOqejm8Y6RWhM95ryQmOGt,eular_acr_sle,0.09033498899739872,0.09999999999999998
dq3yOqejm8Y6RWhM95ryQmOGt,mcas_alternative,0.0194899890824715,0
dq3yOqejm8Y6RWhM95ryQmOGt,mcas_consortium,0.0796024656834947,0.05263157894736836
dq3yOqejm8Y6RWhM95ryQmOGt,migraine,0.1377203348225484,0.11111111111111105
dq3yOqejm8Y6RWhM95ryQmOGt,slicc_sle,0.11872257985784822,0.11111111111111105
fe6U2kod3ylIG9LocVdGoKY7F,aha_kawasaki,0.07927366001907145,0.05263157894736836
fe6U2kod3ylIG9LocVdGoKY7F,eular_acr_sle,0.09119328735306415,0.11111111111111105
fe6U2kod3ylIG9LocVdGoKY7F,mcas_alternative,0.019435653606759598,0
fe6U2kod3ylIG9LocVdGoKY7F,mcas_consortium,0.07890076876085471,0.05263157894736836
fe6U2kod3ylIG9LocVdGoKY7F,migraine,0.13900171310223572,0.11111111111111105
fe6U2kod3ylIG9LocVdGoKY7F,slicc_sle,0.11916167249094624,0.11111111111111105
KQ4bUjj8IaFy87VhwjPPHF8xh,aha_kawasaki,0.07958062352958697,0.05263157894736836
KQ4bUjj8IaFy87VhwjPPHF8xh,eular_acr_sle,0.09089698073710593,0.11111111111111105
KQ4bUjj8IaFy87VhwjPPHF8xh,mcas_alternative,0.019519333593037105,0
KQ4bUjj8IaFy87VhwjPPHF8xh,mcas_consortium,0.07981039440481495,0.05263157894736836
KQ4bUjj8IaFy87VhwjPPHF8xh,migraine,0.14022052823065317,0.11111111111111105
KQ4bUjj8IaFy87VhwjPPHF8xh,slicc_sle,0.11674698827912679,0.11111111111111105
jlSQ4bAsYbjRPax7dW9DG1dce,aha_kawasaki,0.080088521900851,0.05263157894736836
jlSQ4bAsYbjRPax7dW9DG1dce,eular_acr_sle,0.09226823412418006,0.11111111111111105
jlSQ4bAsYbjRPax7dW9DG1dce,mcas_alternative,0.019456013755033728,0
jlSQ4bAsYbjRPax7dW9DG1dce,mcas_consortium,0.07983107792987854,0.05263157894736836
jlSQ4bAsYbjRPax7dW9DG1dce,migraine,0.13912086333745435,0.11111111111111105
jlSQ4bAsYbjRPax7dW9DG1dce,slicc_sle,0.11884238005120958,0.11111111111111105
t1aZeW9bnxJIUuw8fWwSGuj4z,aha_kawasaki,0.07974484765937222,0.05263157894736836
t1aZeW9bnxJIUuw8fWwSGuj4z,eular_acr_sle,0.09189464891374452,0.11111111111111105
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_alternative,0.019492403715780437,0
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_consortium,0.0794655197016113,0.05263157894736836
t1aZeW9bnxJIUuw8fWwSGuj4z,migraine,0.13967690178291645,0.11111111111111105
t1aZeW9bnxJIUuw8fWwSGuj4z,slicc_sle,0.11852569256656054,0.11111111111111105
CUawg6BquUqhk42W0YgpCQ0EN,aha_kawasaki,0.07961150229292108,0.05263157894736836
CUawg6BquUqhk42W0YgpCQ0EN,eular_acr_sle,0.09132535738472108,0.11111111111111105
CUawg6BquUqhk42W0YgpCQ0EN,mcas_alternative,0.019402853616154778,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_consortium,0.07981922487422209,0.05263157894736836
CUawg6BquUqhk42W0YgpCQ0EN,migraine,0.13979877509158267,0.11111111111111105
CUawg6BquUqhk42W0YgpCQ0EN,slicc_sle,0.11990159882968676,0.11111111111111105
x4ckBeCxVDjCIqT5CIItDuTq1,aha_kawasaki,0.08071086909236727,0.05263157894736836
x4ckBeCxVDjCIqT5CIItDuTq1,eular_acr_sle,0.09151652372189399,0.11111111111111105
x4ckBeCxVDjCIqT5CIItDuTq1,mcas_alternative,0.01934316981145521,0
x4ckBeCxVDjCIqT5CIItDuTq1,mcas_consortium,0.0796605557382167,0.05263157894736836
x4ckBeCxVDjCIqT5CIItDuTq1,migraine,0.13868018365258508,0.11111111111111105
x4ckBeCxVDjCIqT5CIItDuTq1,slicc_sle,0.11805661640517197,0.11111111111111105
SedkkTrLo76ONF6IXA5jyDsU7,aha_kawasaki,0.07961991505644567,0.05263157894736836
SedkkTrLo76ONF6IXA5jyDsU7,eular_acr_sle,0.09097038202585117,0.11111111111111105
SedkkTrLo76ONF6IXA5jyDsU7,mcas_alternative,0.01929863047124462,0
SedkkTrLo76ONF6IXA5jyDsU7,mcas_consortium,0.08014388806427883,0.05263157894736836
SedkkTrLo76ONF6IXA5jyDsU7,migraine,0.1386403405971415,0.11111111111111105
SedkkTrLo76ONF6IXA5jyDsU7,slicc_sle,0.11822531186136262,0.11111111111111105
R5wkbk4L9epQ933shPUXPZt79,aha_kawasaki,0.0798870071921232,0.05263157894736836
R5wkbk4L9epQ933shPUXPZt79,eular_acr_sle,0.09137057187946976,0.11111111111111105
R5wkbk4L9epQ933shPUXPZt79,mcas_alternative,0.019399873798218035,0
R5wkbk4L9epQ933shPUXPZt79,mcas_consortium,0.07918647971273378,0.05263157894736836
R5wkbk4L9epQ933shPUXPZt79,migraine,0.1381180914932359,0.11111111111111105
R5wkbk4L9epQ933shPUXPZt79,slicc_sle,0.1174876566956643,0.11111111111111105
RiL3pyv2fcIzvzeUgsoJiQPZY,aha_kawasaki,0.08092691357042507,0.05263157894736836
RiL3pyv2fcIzvzeUgsoJiQPZY,eular_acr_sle,0.09117398535227635,0.11111111111111105
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_alternative,0.019408913918346114,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_consortium,0.07880194632044062,0.05263157894736836
RiL3pyv2fcIzvzeUgsoJiQPZY,migraine,0.13940558728535293,0.11111111111111105
RiL3pyv2fcIzvzeUgsoJiQPZY,slicc_sle,0.11953165723052299,0.11111111111111105
FJhdGL1VaXUYtPeD1eECeWkf6,aha_kawasaki,0.0799413092443988,0.05263157894736836
FJhdGL1VaXUYtPeD1eECeWkf6,eular_acr_sle,0.09090368581314498,0.11111111111111105
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_alternative,0.019347101650719036,0
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_consortium,0.07943001992738027,0.05263157894736836
FJhdGL1VaXUYtPeD1eECeWkf6,migraine,0.1383148882638754,0.11111111111111105
FJhdGL1VaXUYtPeD1eECeWkf6,slicc_sle,0.11914161318091047,0.11111111111111105
u2tOqtRTzofmty3JO3XL2Cpbq,aha_kawasaki,0.08091110054289544,0.05263157894736836
u2tOqtRTzofmty3JO3XL2Cpbq,eular_acr_sle,0.09017583770198608,0.09999999999999998
