iteration,consensus,mean,median
231208_224811,consensus1,0.07305546000076442,0.05263157894736836
231208_224811,consensus2,0.042492148374501285,0.05263157894736836
231208_224811,eular_acr_sle,0.12285097274777355,0.11111111111111105
231208_224811,migraine,0.08317853457172339,0.11111111111111105
231208_224811,slicc_sle,0.13667583992661392,0.11111111111111105
231208_224811,aha_kawasaki,0.07909363598218087,0.0714285714285714
231208_224811,consensus1,0.08888697779306651,0.11111111111111105
231208_224811,consensus2,0.037427776901461096,0
231208_224811,eular_acr_sle,0.10901081680235444,0.11111111111111105
231208_224811,migraine,0.09273019149180137,0.11111111111111105
231208_224811,slicc_sle,0.14703971257118834,0.17647058823529416
231208_224811,aha_kawasaki,0.08746910410997098,0.0714285714285714
231208_224811,consensus1,0.0852348736765661,0.11111111111111105
231208_224811,consensus2,0.03222047989849845,0
231208_224811,eular_acr_sle,0.11683102090738827,0.11111111111111105
231208_224811,migraine,0.11354966938042271,0.11111111111111105
231208_224811,slicc_sle,0.12175100059516981,0.11111111111111105
231208_224811,aha_kawasaki,0.09485048262138046,0.0714285714285714
231208_224811,consensus1,0.06931544547643617,0.05263157894736836
231208_224811,consensus2,0.043426525315070186,0.05263157894736836
231208_224811,eular_acr_sle,0.1225910637159347,0.11111111111111105
231208_224811,migraine,0.11449183962083856,0.11111111111111105
231208_224811,slicc_sle,0.12501433321866756,0.11111111111111105
231208_224812,aha_kawasaki,0.0940305824206753,0.0714285714285714
231208_224812,consensus1,0.07656996521805601,0.05263157894736836
231208_224812,consensus2,0.03486052990696952,0
231208_224812,eular_acr_sle,0.12312043725872414,0.11111111111111105
231208_224812,migraine,0.10662003592860143,0.11111111111111105
231208_224812,slicc_sle,0.1298302946909758,0.11111111111111105
231208_224812,aha_kawasaki,0.07740419195527554,0.0714285714285714
231208_224812,consensus1,0.10249589114398193,0.11111111111111105
231208_224812,consensus2,0.0325534115007799,0
231208_224812,eular_acr_sle,0.115248633566487,0.11111111111111105
231208_224812,migraine,0.12167564881703168,0.11111111111111105
231208_224812,slicc_sle,0.1291293635462882,0.11111111111111105
231208_224812,aha_kawasaki,0.10942690780152081,0.09126984126984122
231208_224812,consensus1,0.06589458395443945,0.05263157894736836
231208_224812,consensus2,0.03882141250562301,0.05263157894736836
231208_224812,eular_acr_sle,0.12094752130871841,0.11111111111111105
231208_224812,migraine,0.12781982188586935,0.11111111111111105
231208_224812,slicc_sle,0.13595726789741236,0.11111111111111105
231208_224812,aha_kawasaki,0.09085897475990355,0.0714285714285714
231208_224812,consensus1,0.061894660398272336,0.05263157894736836
231208_224812,consensus2,0.037656633012670145,0.05263157894736836
231208_224812,eular_acr_sle,0.11938806711768526,0.11111111111111105
231208_224812,migraine,0.1075067843901693,0.11111111111111105
231208_224812,slicc_sle,0.1395719691385326,0.11111111111111105
231208_224812,aha_kawasaki,0.08965497007292673,0.0714285714285714
231208_224812,consensus1,0.07756755723731984,0.05263157894736836
231208_224812,consensus2,0.04590328831814898,0.05263157894736836
231208_224812,eular_acr_sle,0.10780491533845504,0.11111111111111105
231208_224812,migraine,0.11882238275427127,0.11111111111111105
231208_224812,slicc_sle,0.12949284977148753,0.11111111111111105
231208_224812,aha_kawasaki,0.0834724271256779,0.0714285714285714
231208_224812,consensus1,0.07710397999355685,0.05263157894736836
231208_224812,consensus2,0.04551887740742227,0.05263157894736836
231208_224812,eular_acr_sle,0.11291900775904902,0.11111111111111105
231208_224812,migraine,0.08875702327714709,0.11111111111111105
231208_224812,slicc_sle,0.1363192840489022,0.11111111111111105
231208_224812,aha_kawasaki,0.0962913505483165,0.0714285714285714
231208_224812,consensus1,0.08646370829033365,0.05263157894736836
231208_224812,consensus2,0.04298398539884606,0.05263157894736836
231208_224812,eular_acr_sle,0.11424530825975614,0.11111111111111105
231208_224812,migraine,0.11517874206212697,0.11111111111111105
231208_224812,slicc_sle,0.1454859916676222,0.11111111111111105
231208_224812,aha_kawasaki,0.10684860375262853,0.11111111111111105
231208_224812,consensus1,0.08528073997630237,0.05263157894736836
