iteration,V1,V2,mean_diff,median_diff
pSnVOEiAOpI4VaykcI1Tq5ENY,mcas_alternative,aha_kawasaki,-1.4143622412099432e-4,0
pSnVOEiAOpI4VaykcI1Tq5ENY,mcas_alternative,eular_acr_sle,-1.3348649002487e-5,0
pSnVOEiAOpI4VaykcI1Tq5ENY,mcas_alternative,migraine,-4.865922089114516e-5,0
pSnVOEiAOpI4VaykcI1Tq5ENY,mcas_alternative,slicc_sle,4.4707799452869956e-5,0
pSnVOEiAOpI4VaykcI1Tq5ENY,aha_kawasaki,eular_acr_sle,7.380482330143767e-5,0
pSnVOEiAOpI4VaykcI1Tq5ENY,aha_kawasaki,migraine,-1.951538540168052e-5,0
pSnVOEiAOpI4VaykcI1Tq5ENY,aha_kawasaki,slicc_sle,-1.355564190199665e-4,0
pSnVOEiAOpI4VaykcI1Tq5ENY,eular_acr_sle,migraine,5.1890198089821205e-5,0
pSnVOEiAOpI4VaykcI1Tq5ENY,eular_acr_sle,slicc_sle,1.3097940303674616e-4,0
pSnVOEiAOpI4VaykcI1Tq5ENY,migraine,slicc_sle,1.0297633319489297e-4,0
1R6dvpzfzoMECTRmU0KSpThie,mcas_consortium,mcas_alternative,1.631530392275371e-4,0
1R6dvpzfzoMECTRmU0KSpThie,mcas_consortium,aha_kawasaki,1.9002866075479297e-5,0
1R6dvpzfzoMECTRmU0KSpThie,mcas_consortium,eular_acr_sle,-1.746184954265484e-5,0
1R6dvpzfzoMECTRmU0KSpThie,mcas_consortium,migraine,1.1893042769073325e-4,0
1R6dvpzfzoMECTRmU0KSpThie,mcas_consortium,slicc_sle,-2.5117728065238154e-5,0
1R6dvpzfzoMECTRmU0KSpThie,mcas_alternative,aha_kawasaki,-8.211474588615264e-5,0
1R6dvpzfzoMECTRmU0KSpThie,mcas_alternative,eular_acr_sle,-1.287655186790193e-4,0
1R6dvpzfzoMECTRmU0KSpThie,mcas_alternative,migraine,-1.1113528067918654e-4,-0.005494505494505586
1R6dvpzfzoMECTRmU0KSpThie,mcas_alternative,slicc_sle,-5.7338540972673435e-5,0
1R6dvpzfzoMECTRmU0KSpThie,aha_kawasaki,eular_acr_sle,-8.694918501372939e-5,0
1R6dvpzfzoMECTRmU0KSpThie,aha_kawasaki,migraine,1.0137872642046464e-4,0
1R6dvpzfzoMECTRmU0KSpThie,aha_kawasaki,slicc_sle,-4.3270833497643935e-5,0
1R6dvpzfzoMECTRmU0KSpThie,eular_acr_sle,migraine,-1.1829603826973845e-4,0
1R6dvpzfzoMECTRmU0KSpThie,eular_acr_sle,slicc_sle,8.80630540753824e-5,0
1R6dvpzfzoMECTRmU0KSpThie,migraine,slicc_sle,1.5220749331346095e-4,0
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_consortium,mcas_alternative,-1.0550166057599064e-4,0
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_consortium,aha_kawasaki,3.197277573463442e-5,0
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_consortium,eular_acr_sle,1.0607475903789965e-4,0
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_consortium,migraine,7.390165282261663e-5,0
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_consortium,slicc_sle,-1.6550934945025464e-4,0
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_alternative,aha_kawasaki,1.2565907311068436e-4,0
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_alternative,eular_acr_sle,4.7126944962228023e-5,0
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_alternative,migraine,-1.04978182933535e-4,-0.005494505494505586
FJhdGL1VaXUYtPeD1eECeWkf6,mcas_alternative,slicc_sle,1.0927318316800161e-4,0
FJhdGL1VaXUYtPeD1eECeWkf6,aha_kawasaki,eular_acr_sle,1.2785751471744433e-4,0
FJhdGL1VaXUYtPeD1eECeWkf6,aha_kawasaki,migraine,1.3160428201619556e-4,0
FJhdGL1VaXUYtPeD1eECeWkf6,aha_kawasaki,slicc_sle,-1.2322667689135258e-5,0
FJhdGL1VaXUYtPeD1eECeWkf6,eular_acr_sle,migraine,1.615563976198331e-5,0
FJhdGL1VaXUYtPeD1eECeWkf6,eular_acr_sle,slicc_sle,-6.880187441371532e-5,0
FJhdGL1VaXUYtPeD1eECeWkf6,migraine,slicc_sle,-4.224052470824802e-5,0
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_consortium,mcas_alternative,1.2450438099276262e-5,0
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_consortium,aha_kawasaki,1.9623391599521423e-4,0
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_consortium,eular_acr_sle,-3.295409306924846e-5,0
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_consortium,migraine,9.177440485574895e-5,0
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_consortium,slicc_sle,-1.793336587996297e-5,0
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_alternative,aha_kawasaki,5.6076938421689704e-5,0
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_alternative,eular_acr_sle,1.069016617857299e-4,0
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_alternative,migraine,2.2739075499100814e-4,0.005494505494505586
FPrUQ0vlQqzye5CUqbpONKf3T,mcas_alternative,slicc_sle,-9.940132254471212e-5,0
FPrUQ0vlQqzye5CUqbpONKf3T,aha_kawasaki,eular_acr_sle,1.4493220132372198e-4,0
FPrUQ0vlQqzye5CUqbpONKf3T,aha_kawasaki,migraine,2.5128610269342655e-4,0
FPrUQ0vlQqzye5CUqbpONKf3T,aha_kawasaki,slicc_sle,-1.1769896943980562e-4,0
FPrUQ0vlQqzye5CUqbpONKf3T,eular_acr_sle,migraine,1.48175538470241e-5,0
FPrUQ0vlQqzye5CUqbpONKf3T,eular_acr_sle,slicc_sle,-3.318864081403028e-5,0
FPrUQ0vlQqzye5CUqbpONKf3T,migraine,slicc_sle,-7.527725111600159e-5,0
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_consortium,mcas_alternative,4.526560867246232e-5,0
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_consortium,aha_kawasaki,-1.3934379765745408e-4,0
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_consortium,eular_acr_sle,2.0856881386643877e-5,0
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_consortium,migraine,7.696642729704273e-6,0
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_consortium,slicc_sle,-1.2804772104002549e-4,0
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_alternative,aha_kawasaki,1.5653775390811475e-5,0
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_alternative,eular_acr_sle,-3.198164434170536e-5,0
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_alternative,migraine,-3.403214214553474e-4,-0.005494505494505586
t1aZeW9bnxJIUuw8fWwSGuj4z,mcas_alternative,slicc_sle,-4.63633976971467e-5,0
t1aZeW9bnxJIUuw8fWwSGuj4z,aha_kawasaki,eular_acr_sle,8.665067286184325e-5,0
t1aZeW9bnxJIUuw8fWwSGuj4z,aha_kawasaki,migraine,-2.6314329102417044e-4,0
t1aZeW9bnxJIUuw8fWwSGuj4z,aha_kawasaki,slicc_sle,-2.689964127999822e-5,0
t1aZeW9bnxJIUuw8fWwSGuj4z,eular_acr_sle,migraine,5.081562749964519e-5,0
t1aZeW9bnxJIUuw8fWwSGuj4z,eular_acr_sle,slicc_sle,7.879659427056929e-6,0
t1aZeW9bnxJIUuw8fWwSGuj4z,migraine,slicc_sle,5.08318552326914e-5,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_consortium,mcas_alternative,1.4115055324592785e-4,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_consortium,aha_kawasaki,2.2142840915062578e-5,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_consortium,eular_acr_sle,-1.9906333100072615e-4,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_consortium,migraine,-1.2713681106335528e-4,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_consortium,slicc_sle,-1.968445071942604e-6,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_alternative,aha_kawasaki,2.24891267978089e-5,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_alternative,eular_acr_sle,3.5377423864946245e-5,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_alternative,migraine,-1.2099964198375446e-6,0
JWeFvjbIGE1wLlp4xKeSSInjX,mcas_alternative,slicc_sle,7.279490790745857e-5,0
JWeFvjbIGE1wLlp4xKeSSInjX,aha_kawasaki,eular_acr_sle,1.7400826345304043e-4,0
JWeFvjbIGE1wLlp4xKeSSInjX,aha_kawasaki,migraine,-5.2920150271806854e-5,0
JWeFvjbIGE1wLlp4xKeSSInjX,aha_kawasaki,slicc_sle,-3.5405945173372366e-5,0
JWeFvjbIGE1wLlp4xKeSSInjX,eular_acr_sle,migraine,-5.379854327580702e-6,0
JWeFvjbIGE1wLlp4xKeSSInjX,eular_acr_sle,slicc_sle,-9.793294064086577e-5,0
JWeFvjbIGE1wLlp4xKeSSInjX,migraine,slicc_sle,2.646073826806372e-5,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_consortium,mcas_alternative,-9.535218740197582e-5,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_consortium,aha_kawasaki,-1.0704368462099989e-4,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_consortium,eular_acr_sle,-1.5849320171756887e-4,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_consortium,migraine,5.632256706011862e-5,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_consortium,slicc_sle,-6.412349336826217e-5,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_alternative,aha_kawasaki,2.5647759927927005e-4,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_alternative,eular_acr_sle,1.8779818946157434e-5,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_alternative,migraine,-1.6195415079334197e-4,0
CUawg6BquUqhk42W0YgpCQ0EN,mcas_alternative,slicc_sle,1.4283587684560395e-4,0
CUawg6BquUqhk42W0YgpCQ0EN,aha_kawasaki,eular_acr_sle,-7.820303807881679e-5,0
CUawg6BquUqhk42W0YgpCQ0EN,aha_kawasaki,migraine,2.589493153759559e-5,0
CUawg6BquUqhk42W0YgpCQ0EN,aha_kawasaki,slicc_sle,1.5706565145823248e-4,0
CUawg6BquUqhk42W0YgpCQ0EN,eular_acr_sle,migraine,2.325797299014276e-4,0
CUawg6BquUqhk42W0YgpCQ0EN,eular_acr_sle,slicc_sle,1.4088624929464721e-5,0
CUawg6BquUqhk42W0YgpCQ0EN,migraine,slicc_sle,-2.272098426275848e-4,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_consortium,mcas_alternative,-2.4965467385174023e-5,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_consortium,aha_kawasaki,3.146978565971015e-5,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_consortium,eular_acr_sle,-2.891881671951424e-5,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_consortium,migraine,-2.34479026696377e-4,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_consortium,slicc_sle,7.526177911176823e-5,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_alternative,aha_kawasaki,2.9722374136564866e-5,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_alternative,eular_acr_sle,1.1050352595554092e-4,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_alternative,migraine,-1.9334456153674573e-4,0
RiL3pyv2fcIzvzeUgsoJiQPZY,mcas_alternative,slicc_sle,-1.9743528335891547e-5,0
RiL3pyv2fcIzvzeUgsoJiQPZY,aha_kawasaki,eular_acr_sle,2.778897368238553e-5,0
RiL3pyv2fcIzvzeUgsoJiQPZY,aha_kawasaki,migraine,1.0071845342618513e-4,0
RiL3pyv2fcIzvzeUgsoJiQPZY,aha_kawasaki,slicc_sle,-2.3834818672041624e-4,0
RiL3pyv2fcIzvzeUgsoJiQPZY,eular_acr_sle,migraine,-7.889685924489243e-5,0
RiL3pyv2fcIzvzeUgsoJiQPZY,eular_acr_sle,slicc_sle,-8.74266486075026e-5,0
RiL3pyv2fcIzvzeUgsoJiQPZY,migraine,slicc_sle,-1.8104694594944792e-4,0
bEwOSwRTDkTcVt5YddirRkU8e,mcas_consortium,mcas_alternative,6.741452836178663e-5,0
bEwOSwRTDkTcVt5YddirRkU8e,mcas_consortium,aha_kawasaki,1.6451972031261697e-5,0
bEwOSwRTDkTcVt5YddirRkU8e,mcas_consortium,eular_acr_sle,1.7904972197735347e-4,0
bEwOSwRTDkTcVt5YddirRkU8e,mcas_consortium,migraine,-1.4176399337917367e-4,0
bEwOSwRTDkTcVt5YddirRkU8e,mcas_consortium,slicc_sle,-1.7821541376694672e-4,0
bEwOSwRTDkTcVt5YddirRkU8e,mcas_alternative,aha_kawasaki,-3.341565292580562e-5,0
bEwOSwRTDkTcVt5YddirRkU8e,mcas_alternative,eular_acr_sle,-7.882395152836175e-5,0
bEwOSwRTDkTcVt5YddirRkU8e,mcas_alternative,migraine,9.567717338510029e-6,0.005494505494505586
bEwOSwRTDkTcVt5YddirRkU8e,mcas_alternative,slicc_sle,5.678030018640978e-5,0
bEwOSwRTDkTcVt5YddirRkU8e,aha_kawasaki,eular_acr_sle,2.927827695065055e-5,0
bEwOSwRTDkTcVt5YddirRkU8e,aha_kawasaki,migraine,4.380559331196299e-5,0
bEwOSwRTDkTcVt5YddirRkU8e,aha_kawasaki,slicc_sle,3.354321777626623e-5,0
bEwOSwRTDkTcVt5YddirRkU8e,eular_acr_sle,migraine,-2.463619835587627e-4,0
bEwOSwRTDkTcVt5YddirRkU8e,eular_acr_sle,slicc_sle,-1.814007140688023e-5,0
bEwOSwRTDkTcVt5YddirRkU8e,migraine,slicc_sle,-3.848605792799997e-5,0
b5tICukFYLgoHvogtHuWFes3g,mcas_consortium,mcas_alternative,-3.963425340758331e-5,0
b5tICukFYLgoHvogtHuWFes3g,mcas_consortium,aha_kawasaki,-5.713109732741195e-6,0
b5tICukFYLgoHvogtHuWFes3g,mcas_consortium,eular_acr_sle,-1.3686188115502596e-4,0
b5tICukFYLgoHvogtHuWFes3g,mcas_consortium,migraine,2.152520619713716e-4,0
b5tICukFYLgoHvogtHuWFes3g,mcas_consortium,slicc_sle,-2.4256239805842128e-5,0
b5tICukFYLgoHvogtHuWFes3g,mcas_alternative,aha_kawasaki,-3.558133995151813e-5,0
b5tICukFYLgoHvogtHuWFes3g,mcas_alternative,eular_acr_sle,1.3540136169654104e-4,0
b5tICukFYLgoHvogtHuWFes3g,mcas_alternative,migraine,-1.3675966420911845e-4,0
b5tICukFYLgoHvogtHuWFes3g,mcas_alternative,slicc_sle,1.5587868872768418e-4,0
b5tICukFYLgoHvogtHuWFes3g,aha_kawasaki,eular_acr_sle,1.1705960846164487e-4,0
b5tICukFYLgoHvogtHuWFes3g,aha_kawasaki,migraine,-1.83875624391594e-4,0
b5tICukFYLgoHvogtHuWFes3g,aha_kawasaki,slicc_sle,-1.367540288332858e-4,0
b5tICukFYLgoHvogtHuWFes3g,eular_acr_sle,migraine,3.92403973490385e-5,0
b5tICukFYLgoHvogtHuWFes3g,eular_acr_sle,slicc_sle,1.57556911909551e-4,0
b5tICukFYLgoHvogtHuWFes3g,migraine,slicc_sle,8.119080342061658e-5,0
CxXNvhRuR72FjgNw5ZrlnozRB,mcas_consortium,mcas_alternative,-7.676411314228027e-5,0
CxXNvhRuR72FjgNw5ZrlnozRB,mcas_consortium,aha_kawasaki,-7.350685043883143e-5,0
CxXNvhRuR72FjgNw5ZrlnozRB,mcas_consortium,eular_acr_sle,-1.4792463423163316e-4,0
CxXNvhRuR72FjgNw5ZrlnozRB,mcas_consortium,migraine,-1.7923291856591916e-4,0
CxXNvhRuR72FjgNw5ZrlnozRB,mcas_consortium,slicc_sle,1.6959203660860123e-4,0
CxXNvhRuR72FjgNw5ZrlnozRB,mcas_alternative,aha_kawasaki,2.3070926992385665e-5,0
CxXNvhRuR72FjgNw5ZrlnozRB,mcas_alternative,eular_acr_sle,1.1278268562031624e-4,0
CxXNvhRuR72FjgNw5ZrlnozRB,mcas_alternative,migraine,6.710993584346792e-5,0
CxXNvhRuR72FjgNw5ZrlnozRB,mcas_alternative,slicc_sle,1.190287231492837e-4,0
CxXNvhRuR72FjgNw5ZrlnozRB,aha_kawasaki,eular_acr_sle,-3.905853405772319e-5,0
CxXNvhRuR72FjgNw5ZrlnozRB,aha_kawasaki,migraine,2.2208410032320547e-4,0
CxXNvhRuR72FjgNw5ZrlnozRB,aha_kawasaki,slicc_sle,5.5253609911543045e-5,0
CxXNvhRuR72FjgNw5ZrlnozRB,eular_acr_sle,migraine,8.38799899944842e-5,0
CxXNvhRuR72FjgNw5ZrlnozRB,eular_acr_sle,slicc_sle,-4.920918398054752e-5,0
CxXNvhRuR72FjgNw5ZrlnozRB,migraine,slicc_sle,6.949059546268455e-5,0
x4ckBeCxVDjCIqT5CIItDuTq1,mcas_consortium,mcas_alternative,-1.1692102297455875e-6,0
x4ckBeCxVDjCIqT5CIItDuTq1,mcas_consortium,aha_kawasaki,-9.636616585617652e-5,0
x4ckBeCxVDjCIqT5CIItDuTq1,mcas_consortium,eular_acr_sle,-1.0654432989321005e-4,0
x4ckBeCxVDjCIqT5CIItDuTq1,mcas_consortium,migraine,5.228311281146869e-5,0
