comp,entropy
eular_acr_sle.mcas_consortium,-0.15857539084463035
eular_acr_sle.migraine,0.09780103834957377
eular_acr_sle.slicc_sle,0.11468277133966609
mcas_alternative.mcas_consortium,0.45482667172010416
mcas_alternative.migraine,0.7112031009143083
mcas_alternative.slicc_sle,0.7280848339044006
mcas_consortium.migraine,0.2563764291942041
mcas_consortium.slicc_sle,0.27325816218429644
migraine.slicc_sle,0.016881732990092324
aha_kawasaki.eular_acr_sle,0.07470655873884802
aha_kawasaki.mcas_alternative,-0.5419503708584017
aha_kawasaki.mcas_consortium,-0.0858145128618153
aha_kawasaki.migraine,0.17516944600232964
aha_kawasaki.slicc_sle,0.1911913241554961
eular_acr_sle.mcas_alternative,-0.6166569295972497
eular_acr_sle.mcas_consortium,-0.1605210716006633
eular_acr_sle.migraine,0.10046288726348163
eular_acr_sle.slicc_sle,0.1164847654166481
mcas_alternative.mcas_consortium,0.4561358579965864
mcas_alternative.migraine,0.7171198168607313
mcas_alternative.slicc_sle,0.7331416950138978
mcas_consortium.migraine,0.26098395886414494
mcas_consortium.slicc_sle,0.2770058370173114
migraine.slicc_sle,0.01602187815316647
aha_kawasaki.eular_acr_sle,0.0794481712582753
aha_kawasaki.mcas_alternative,-0.5397926179739709
aha_kawasaki.mcas_consortium,-0.09842454968148662
aha_kawasaki.migraine,0.15860728386573353
aha_kawasaki.slicc_sle,0.1744935664331182
eular_acr_sle.mcas_alternative,-0.6192407892322462
eular_acr_sle.mcas_consortium,-0.17787272093976192
eular_acr_sle.migraine,0.07915911260745823
eular_acr_sle.slicc_sle,0.0950453951748429
mcas_alternative.mcas_consortium,0.4413680682924843
mcas_alternative.migraine,0.6983999018397045
mcas_alternative.slicc_sle,0.7142861844070891
mcas_consortium.migraine,0.25703183354722015
mcas_consortium.slicc_sle,0.2729181161146048
migraine.slicc_sle,0.01588628256738467
aha_kawasaki.eular_acr_sle,0.08168855578205214
aha_kawasaki.mcas_alternative,-0.5336145351769677
aha_kawasaki.mcas_consortium,-0.07749804929180737
aha_kawasaki.migraine,0.1835161038418871
aha_kawasaki.slicc_sle,0.18857939043239647
eular_acr_sle.mcas_alternative,-0.6153030909590198
eular_acr_sle.mcas_consortium,-0.1591866050738595
eular_acr_sle.migraine,0.10182754805983496
eular_acr_sle.slicc_sle,0.10689083465034432
mcas_alternative.mcas_consortium,0.4561164858851603
mcas_alternative.migraine,0.7171306390188548
mcas_alternative.slicc_sle,0.7221939256093641
mcas_consortium.migraine,0.26101415313369447
mcas_consortium.slicc_sle,0.26607743972420383
migraine.slicc_sle,0.005063286590509364
aha_kawasaki.eular_acr_sle,0.07141774663144762
aha_kawasaki.mcas_alternative,-0.5448509787441971
aha_kawasaki.mcas_consortium,-0.08999729540243973
aha_kawasaki.migraine,0.17512741465733583
aha_kawasaki.slicc_sle,0.1869245477349839
eular_acr_sle.mcas_alternative,-0.6162687253756447
eular_acr_sle.mcas_consortium,-0.16141504203388735
eular_acr_sle.migraine,0.10370966802588821
eular_acr_sle.slicc_sle,0.11550680110353628
mcas_alternative.mcas_consortium,0.45485368334175735
mcas_alternative.migraine,0.7199783934015329
mcas_alternative.slicc_sle,0.731775526479181
mcas_consortium.migraine,0.26512471005977556
mcas_consortium.slicc_sle,0.27692184313742363
migraine.slicc_sle,0.01179713307764807
aha_kawasaki.eular_acr_sle,0.06904677056633002
aha_kawasaki.mcas_alternative,-0.5439638424871172
aha_kawasaki.mcas_consortium,-0.09829140595531971
aha_kawasaki.migraine,0.16487964170686809
aha_kawasaki.slicc_sle,0.19090588254966878
eular_acr_sle.mcas_alternative,-0.6130106130534472
eular_acr_sle.mcas_consortium,-0.16733817652164973
eular_acr_sle.migraine,0.09583287114053807
eular_acr_sle.slicc_sle,0.12185911198333876
mcas_alternative.mcas_consortium,0.44567243653179744
mcas_alternative.migraine,0.7088434841939852
mcas_alternative.slicc_sle,0.7348697250367859
mcas_consortium.migraine,0.2631710476621878
mcas_consortium.slicc_sle,0.2891972885049885
migraine.slicc_sle,0.026026240842800696
aha_kawasaki.eular_acr_sle,0.07801678888368446
aha_kawasaki.mcas_alternative,-0.5400240842729254
aha_kawasaki.mcas_consortium,-0.08921693483656945
aha_kawasaki.migraine,0.17073433046236275
aha_kawasaki.slicc_sle,0.18490673832788396
eular_acr_sle.mcas_alternative,-0.6180408731566098
eular_acr_sle.mcas_consortium,-0.1672337237202539
eular_acr_sle.migraine,0.09271754157867829
eular_acr_sle.slicc_sle,0.1068899494441995
mcas_alternative.mcas_consortium,0.4508071494363559
mcas_alternative.migraine,0.7107584147352881
mcas_alternative.slicc_sle,0.7249308226008093
mcas_consortium.migraine,0.2599512652989322
mcas_consortium.slicc_sle,0.2741236731644534
migraine.slicc_sle,0.014172407865521208
aha_kawasaki.eular_acr_sle,0.09108432635553143
aha_kawasaki.mcas_alternative,-0.5301198937719134
aha_kawasaki.mcas_consortium,-0.08846236220879611
aha_kawasaki.migraine,0.17379892082240644
aha_kawasaki.slicc_sle,0.19439825209860562
eular_acr_sle.mcas_alternative,-0.6212042201274448
eular_acr_sle.mcas_consortium,-0.17954668856432754
eular_acr_sle.migraine,0.08271459446687501
eular_acr_sle.slicc_sle,0.10331392574307419
mcas_alternative.mcas_consortium,0.44165753156311727
mcas_alternative.migraine,0.7039188145943198
mcas_alternative.slicc_sle,0.724518145870519
mcas_consortium.migraine,0.26226128303120255
mcas_consortium.slicc_sle,0.2828606143074017
migraine.slicc_sle,0.020599331276199173
aha_kawasaki.eular_acr_sle,0.06668678965672292
aha_kawasaki.mcas_alternative,-0.5237796195504592
aha_kawasaki.mcas_consortium,-0.08070261013263291
aha_kawasaki.migraine,0.16538037341029455
aha_kawasaki.slicc_sle,0.18785820643090645
eular_acr_sle.mcas_alternative,-0.5904664092071821
eular_acr_sle.mcas_consortium,-0.14738939978935583
eular_acr_sle.migraine,0.09869358375357162
eular_acr_sle.slicc_sle,0.12117141677418353
mcas_alternative.mcas_consortium,0.44307700941782624
mcas_alternative.migraine,0.6891599929607537
mcas_alternative.slicc_sle,0.7116378259813656
mcas_consortium.migraine,0.24608298354292746
mcas_consortium.slicc_sle,0.26856081656353936
migraine.slicc_sle,0.022477833020611904
aha_kawasaki.eular_acr_sle,0.07041969451514785
aha_kawasaki.mcas_alternative,-0.5327089842742181
aha_kawasaki.mcas_consortium,-0.07910225007920602
aha_kawasaki.migraine,0.17232409872111987
aha_kawasaki.slicc_sle,0.18491319769246317
eular_acr_sle.mcas_alternative,-0.6031286787893659
eular_acr_sle.mcas_consortium,-0.14952194459435386
eular_acr_sle.migraine,0.10190440420597202
eular_acr_sle.slicc_sle,0.11449350317731533
mcas_alternative.mcas_consortium,0.4536067341950121
mcas_alternative.migraine,0.705033082995338
mcas_alternative.slicc_sle,0.7176221819666813
mcas_consortium.migraine,0.2514263488003259
mcas_consortium.slicc_sle,0.2640154477716692
migraine.slicc_sle,0.012589098971343304
aha_kawasaki.eular_acr_sle,0.06785515864615022
aha_kawasaki.mcas_alternative,-0.534615450000465
aha_kawasaki.mcas_consortium,-0.09038647358619745
aha_kawasaki.migraine,0.16536138421330904
aha_kawasaki.slicc_sle,0.1800818457409159
eular_acr_sle.mcas_alternative,-0.6024706086466152
eular_acr_sle.mcas_consortium,-0.15824163223234766
eular_acr_sle.migraine,0.09750622556715882
eular_acr_sle.slicc_sle,0.11222668709476569
mcas_alternative.mcas_consortium,0.4442289764142675
mcas_alternative.migraine,0.699976834213774
mcas_alternative.slicc_sle,0.7146972957413809
mcas_consortium.migraine,0.2557478577995065
mcas_consortium.slicc_sle,0.27046831932711335
migraine.slicc_sle,0.014720461527606865
aha_kawasaki.eular_acr_sle,0.07342783930124064
aha_kawasaki.mcas_alternative,-0.5417564302417324
aha_kawasaki.mcas_consortium,-0.09237712209803828
aha_kawasaki.migraine,0.18368665783500582
aha_kawasaki.slicc_sle,0.18804696047777014
eular_acr_sle.mcas_alternative,-0.615184269542973
eular_acr_sle.mcas_consortium,-0.16580496139927892
eular_acr_sle.migraine,0.11025881853376518
eular_acr_sle.slicc_sle,0.1146191211765295
mcas_alternative.mcas_consortium,0.4493793081436941
mcas_alternative.migraine,0.7254430880767382
mcas_alternative.slicc_sle,0.7298033907195025
mcas_consortium.migraine,0.2760637799330441
mcas_consortium.slicc_sle,0.2804240825758084
migraine.slicc_sle,0.004360302642764324
aha_kawasaki.eular_acr_sle,0.06063729676626739
aha_kawasaki.mcas_alternative,-0.5465589735203862
aha_kawasaki.mcas_consortium,-0.08984294622729472
aha_kawasaki.migraine,0.1676511958580118
aha_kawasaki.slicc_sle,0.18026682281666506
eular_acr_sle.mcas_alternative,-0.6071962702866536
eular_acr_sle.mcas_consortium,-0.1504802429935621
eular_acr_sle.migraine,0.10701389909174441
eular_acr_sle.slicc_sle,0.11962952605039767
mcas_alternative.mcas_consortium,0.45671602729309146
mcas_alternative.migraine,0.714210169378398
mcas_alternative.slicc_sle,0.7268257963370512
mcas_consortium.migraine,0.2574941420853065
mcas_consortium.slicc_sle,0.2701097690439598
migraine.slicc_sle,0.012615626958653259
aha_kawasaki.eular_acr_sle,0.07593922870022052
aha_kawasaki.mcas_alternative,-0.5353398701860463
aha_kawasaki.mcas_consortium,-0.08586830874005713
aha_kawasaki.migraine,0.17957948867683182
aha_kawasaki.slicc_sle,0.18596596579146318
eular_acr_sle.mcas_alternative,-0.6112790988862669
eular_acr_sle.mcas_consortium,-0.16180753744027765
eular_acr_sle.migraine,0.1036402599766113
eular_acr_sle.slicc_sle,0.11002673709124267
mcas_alternative.mcas_consortium,0.4494715614459892
mcas_alternative.migraine,0.7149193588628782
mcas_alternative.slicc_sle,0.7213058359775095
mcas_consortium.migraine,0.26544779741688895
mcas_consortium.slicc_sle,0.2718342745315203
migraine.slicc_sle,0.0063864771146313615
aha_kawasaki.eular_acr_sle,0.07556723770746565
aha_kawasaki.mcas_alternative,-0.5405924124986425
aha_kawasaki.mcas_consortium,-0.08705654192852919
aha_kawasaki.migraine,0.17339023689707922
aha_kawasaki.slicc_sle,0.18855630872118834
eular_acr_sle.mcas_alternative,-0.6161596502061082
eular_acr_sle.mcas_consortium,-0.16262377963599484
eular_acr_sle.migraine,0.09782299918961357
eular_acr_sle.slicc_sle,0.11298907101372269
mcas_alternative.mcas_consortium,0.45353587057011335
mcas_alternative.migraine,0.7139826493957218
mcas_alternative.slicc_sle,0.7291487212198309
mcas_consortium.migraine,0.2604467788256084
mcas_consortium.slicc_sle,0.2756128506497175
migraine.slicc_sle,0.015166071824109117
aha_kawasaki.eular_acr_sle,0.07725712134903517
aha_kawasaki.mcas_alternative,-0.5304387411895108
aha_kawasaki.mcas_consortium,-0.0824379375223554
aha_kawasaki.migraine,0.17379092908235005
aha_kawasaki.slicc_sle,0.18697159410185815
eular_acr_sle.mcas_alternative,-0.607695862538546
eular_acr_sle.mcas_consortium,-0.15969505887139057
eular_acr_sle.migraine,0.09653380773331488
eular_acr_sle.slicc_sle,0.10971447275282298
mcas_alternative.mcas_consortium,0.44800080366715544
mcas_alternative.migraine,0.7042296702718609
mcas_alternative.slicc_sle,0.717410335291369
mcas_consortium.migraine,0.25622886660470545
mcas_consortium.slicc_sle,0.26940953162421355
migraine.slicc_sle,0.013180665019508098
aha_kawasaki.eular_acr_sle,0.06333213011132521
aha_kawasaki.mcas_alternative,-0.5437909015448135
aha_kawasaki.mcas_consortium,-0.09607357668415073
aha_kawasaki.migraine,0.1653342778987179
aha_kawasaki.slicc_sle,0.18622902573339406
eular_acr_sle.mcas_alternative,-0.6071230316561387
eular_acr_sle.mcas_consortium,-0.15940570679547594
eular_acr_sle.migraine,0.1020021477873927
eular_acr_sle.slicc_sle,0.12289689562206885
mcas_alternative.mcas_consortium,0.44771732486066274
mcas_alternative.migraine,0.7091251794435314
mcas_alternative.slicc_sle,0.7300199272782075
mcas_consortium.migraine,0.26140785458286864
mcas_consortium.slicc_sle,0.2823026024175448
migraine.slicc_sle,0.020894747834676153
aha_kawasaki.eular_acr_sle,0.07955070502316453
aha_kawasaki.mcas_alternative,-0.5249621690114221
aha_kawasaki.mcas_consortium,-0.08469954462340201
aha_kawasaki.migraine,0.17779152758514005
aha_kawasaki.slicc_sle,0.2020020641900846
eular_acr_sle.mcas_alternative,-0.6045128740345866
eular_acr_sle.mcas_consortium,-0.16425024964656654
eular_acr_sle.migraine,0.09824082256197553
eular_acr_sle.slicc_sle,0.12245135916692007
mcas_alternative.mcas_consortium,0.4402626243880201
mcas_alternative.migraine,0.7027536965965622
mcas_alternative.slicc_sle,0.7269642332015067
mcas_consortium.migraine,0.26249107220854206
mcas_consortium.slicc_sle,0.2867016088134866
migraine.slicc_sle,0.024210536604944544
aha_kawasaki.eular_acr_sle,0.07487039179830557
aha_kawasaki.mcas_alternative,-0.5390286136786733
aha_kawasaki.mcas_consortium,-0.08666010822038128
aha_kawasaki.migraine,0.17229442944245577
aha_kawasaki.slicc_sle,0.20103771180905472
eular_acr_sle.mcas_alternative,-0.6138990054769788
eular_acr_sle.mcas_consortium,-0.16153050001868685
eular_acr_sle.migraine,0.0974240376441502
eular_acr_sle.slicc_sle,0.12616732001074915
mcas_alternative.mcas_consortium,0.452368505458292
mcas_alternative.migraine,0.711323043121129
mcas_alternative.slicc_sle,0.740066325487728
mcas_consortium.migraine,0.25895453766283705
mcas_consortium.slicc_sle,0.287697820029436
migraine.slicc_sle,0.028743282366598955
aha_kawasaki.eular_acr_sle,0.08887863286161224
aha_kawasaki.mcas_alternative,-0.5286553896919219
aha_kawasaki.mcas_consortium,-0.07506860439060947
aha_kawasaki.migraine,0.18226605980128863
aha_kawasaki.slicc_sle,0.2009771649441312
eular_acr_sle.mcas_alternative,-0.6175340225535342
eular_acr_sle.mcas_consortium,-0.1639472372522217
eular_acr_sle.migraine,0.09338742693967639
eular_acr_sle.slicc_sle,0.11209853208251896
mcas_alternative.mcas_consortium,0.45358678530131247
mcas_alternative.migraine,0.7109214494932106
mcas_alternative.slicc_sle,0.7296325546360531
mcas_consortium.migraine,0.2573346641918981
mcas_consortium.slicc_sle,0.2760457693347407
migraine.slicc_sle,0.018711105142842577
aha_kawasaki.eular_acr_sle,0.0646590449404254
aha_kawasaki.mcas_alternative,-0.5342062972924131
aha_kawasaki.mcas_consortium,-0.08559251840826754
aha_kawasaki.migraine,0.18322414241324392
aha_kawasaki.slicc_sle,0.18811844586517612
eular_acr_sle.mcas_alternative,-0.5988653422328385
eular_acr_sle.mcas_consortium,-0.15025156334869294
eular_acr_sle.migraine,0.11856509747281851
eular_acr_sle.slicc_sle,0.12345940092475072
mcas_alternative.mcas_consortium,0.44861377888414555
mcas_alternative.migraine,0.717430439705657
mcas_alternative.slicc_sle,0.7223247431575892
mcas_consortium.migraine,0.26881666082151146
mcas_consortium.slicc_sle,0.27371096427344366
migraine.slicc_sle,0.004894303451932203
aha_kawasaki.eular_acr_sle,0.07354656977647345
aha_kawasaki.mcas_alternative,-0.5244978846702502
aha_kawasaki.mcas_consortium,-0.08290217698844682
aha_kawasaki.migraine,0.18531344440221176
aha_kawasaki.slicc_sle,0.20042741715429901
eular_acr_sle.mcas_alternative,-0.5980444544467236
eular_acr_sle.mcas_consortium,-0.15644874676492027
eular_acr_sle.migraine,0.11176687462573831
eular_acr_sle.slicc_sle,0.12688084737782557
mcas_alternative.mcas_consortium,0.44159570768180334
mcas_alternative.migraine,0.7098113290724619
mcas_alternative.slicc_sle,0.7249253018245492
mcas_consortium.migraine,0.2682156213906586
mcas_consortium.slicc_sle,0.28332959414274583
migraine.slicc_sle,0.015113972752087257
aha_kawasaki.eular_acr_sle,0.0692355377395959
aha_kawasaki.mcas_alternative,-0.5367533969303633
aha_kawasaki.mcas_consortium,-0.08739373763778158
aha_kawasaki.migraine,0.17448898995715556
aha_kawasaki.slicc_sle,0.1847983423316304
eular_acr_sle.mcas_alternative,-0.6059889346699592
eular_acr_sle.mcas_consortium,-0.15662927537737747
eular_acr_sle.migraine,0.10525345221755966
eular_acr_sle.slicc_sle,0.1155628045920345
mcas_alternative.mcas_consortium,0.4493596592925817
mcas_alternative.migraine,0.7112423868875188
mcas_alternative.slicc_sle,0.7215517392619937
mcas_consortium.migraine,0.26188272759493714
mcas_consortium.slicc_sle,0.27219207996941197
migraine.slicc_sle,0.010309352374474834
aha_kawasaki.eular_acr_sle,0.07210228569491761
aha_kawasaki.mcas_alternative,-0.5409834944186196
aha_kawasaki.mcas_consortium,-0.094710312773155
aha_kawasaki.migraine,0.16123251063822952
aha_kawasaki.slicc_sle,0.18592832129248738
eular_acr_sle.mcas_alternative,-0.6130857801135372
eular_acr_sle.mcas_consortium,-0.16681259846807261
eular_acr_sle.migraine,0.08913022494331191
eular_acr_sle.slicc_sle,0.11382603559756976
mcas_alternative.mcas_consortium,0.4462731816454646
mcas_alternative.migraine,0.7022160050568491
mcas_alternative.slicc_sle,0.726911815711107
mcas_consortium.migraine,0.2559428234113845
mcas_consortium.slicc_sle,0.2806386340656424
migraine.slicc_sle,0.024695810654257855
aha_kawasaki.eular_acr_sle,0.0815499249401741
aha_kawasaki.mcas_alternative,-0.5336719973381028
aha_kawasaki.mcas_consortium,-0.08398151459872771
aha_kawasaki.migraine,0.17792504645076157
aha_kawasaki.slicc_sle,0.194334510600636
eular_acr_sle.mcas_alternative,-0.6152219222782769
